Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,0.21,0.68,2.73,1.22,-2.04,-0.42,-0.12,-0.05,-0
Other Operating Activities,-0.44,-0.91,-2.86,-1.59,1.97,0.31,0.06,-0.37,0
Operating Cash Flow,-0.23,-0.23,-0.12,-0.38,-0.07,-0.12,-0.06,-0.42,-0
Change in Investments,254.86,0.04,0,0.16,0,0,0,-276,0
Investing Cash Flow,254.86,0.04,0,0.16,0,0,0,-276,0
Share Issuance / Repurchase,-253.71,0,0,0,0,0,0,277.75,0
Debt Issued / Paid,0.05,0.1,0,0,0,0,0,0,0.15
Other Financing Activities,-,-,-,-,-,-0.01,-,-0.64,-0.11
Financing Cash Flow,-253.66,0.1,0,0,0,-0.01,0,277.11,0.04
Net Cash Flow,0.96,-0.09,-0.12,-0.21,-0.07,-0.13,-0.06,0.69,0.04
Free Cash Flow,-0.23,-0.23,-0.12,-0.38,-0.07,-0.12,-0.06,-0.42,-0
Free Cash Flow Per Share,-0.03,-0.03,-0.02,-0.05,-0.01,-0.00,-0.01,-0.06,-
