Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,-1.61,-1.08,-0.85,-0.38,-0.87,-0.2,0
Share-Based Compensation,0,0,0,0,0,0.1,0
Other Operating Activities,0.77,0.1,0.5,0.14,-0.48,0.08,-
Operating Cash Flow,-0.6,-0.29,-0.14,-0.23,-1.34,-0.03,0
Change in Investments,-0.48,0,0,0,0,0,0
Investing Cash Flow,-0.48,0,0,0,0,0,0
Share Issuance / Repurchase,0,-192.14,0,0,0,234.8,0
Debt Issued / Paid,0.68,0.23,0,0,0,-0.13,0
Other Financing Activities,-,-0.09,-,-,-0.29,-0.34,-
Financing Cash Flow,0.68,-192,0,0,-0.29,234.33,0
Net Cash Flow,-0.41,0.43,-0.14,-0.23,-1.63,2.01,0
Free Cash Flow,-0.6,-0.29,-0.14,-0.23,-1.34,-0.03,0
Free Cash Flow Per Share,-0.09,-0.04,-0.02,-0.04,-0.16,-0.00,-
