Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,1.49,-1.62,3.12,0,-0.28,-2.62,-0.35,-0.01
Other Operating Activities,-1.58,1.59,-3.23,-0.17,0.21,2.55,-0.4,-0.01
Operating Cash Flow,-0.09,-0.03,-0.11,-0.17,-0.07,-0.07,-0.75,-0.02
Share Issuance / Repurchase,0,0,0,0,0,0,154.49,0
Debt Issued / Paid,0,0,0,0,0,0,-0.15,0
Other Financing Activities,-,-,-,-,-,-,-3.29,-
Financing Cash Flow,0,0,0,0,0,0,151.05,0
Net Cash Flow,-0.09,-0.03,-0.11,-0.17,-0.07,-0.07,0.8,0.04
Free Cash Flow,-0.09,-0.03,-0.11,-0.17,-0.07,-0.07,-0.75,-0.02
Free Cash Flow Per Share,-0.01,-0.00,-0.01,-0.01,-0.00,-0.01,-0.04,-0.01
