Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,1.41,0.66,0.05,-0.24,-1.89,0.86,-1.32,-3.33
Other Operating Activities,2.95,-0.83,-0.29,-0.01,1.89,-1.01,0.53,2.57
Operating Cash Flow,4.36,-0.16,-0.25,-0.26,-,-0.15,-0.78,-0.77
Change in Investments,-5.06,0,0,0,-,0,0,-345
Investing Cash Flow,-5.06,0,0,0,-,0,0,-345
Share Issuance / Repurchase,0,0,0,0,-,0,0,347.34
Debt Issued / Paid,0.7,0.05,0.33,0.08,-,0,0.03,-0.02
Financing Cash Flow,0.7,0.05,0.33,0.08,-,0,0.03,347.32
Net Cash Flow,0,-0.11,0.09,-0.18,-,-0.15,-0.76,1.55
Free Cash Flow,4.36,-0.16,-0.25,-0.26,-,-0.15,-0.78,-0.77
Free Cash Flow Per Share,0.11,-0.00,-0.01,-0.01,-,-0.00,-0.02,-0.05
