Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,-0.87,1.23,1.96,3.97,-0.63,2.8,4.66,-0.6
Other Operating Activities,0.71,-1.29,-2.2,-4.19,0.48,-3.04,-4.77,-0.06
Operating Cash Flow,-0.16,-0.06,-0.24,-0.22,-0.15,-0.25,-0.1,-0.66
Change in Investments,0,0,0,0,0,0,0,-213.09
Investing Cash Flow,0,0,0,0,0,0,0,-213.09
Share Issuance / Repurchase,0,0,0,0,0,0,0,216.51
Debt Issued / Paid,0,0,0,0,0,0,0.02,-0.08
Other Financing Activities,-,-,-,-,-,0.06,-,-0.55
Financing Cash Flow,0,0,0,0,0,0.06,0.02,215.89
Net Cash Flow,-0.16,-0.06,-0.24,-0.22,-0.15,-0.19,-0.09,2.14
Free Cash Flow,-0.16,-0.06,-0.24,-0.22,-0.15,-0.25,-0.1,-0.66
Free Cash Flow Per Share,-0.03,-0.01,-0.04,-0.04,-0.03,-0.05,-0.02,-0.13
