Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,0.53,0.04,0.05,-0.17,-0.51,-0.01,0,0,0
Other Operating Activities,-1.05,-0.26,-0.26,-0.1,0.01,0.01,-,-,-
Operating Cash Flow,-0.52,-0.22,-0.21,-0.27,-0.5,0,0,0,0
Change in Investments,0.07,0,0,0,-87.98,0,0,0,0
Investing Cash Flow,0.07,0,0,0,-87.98,0,0,0,0
Share Issuance / Repurchase,0,-0,0,0,90.23,0,0,0,0.03
Other Financing Activities,-,-,-,-,-0.32,-,-,-,-
Financing Cash Flow,0,-0,0,0,89.91,0,0,0,0.03
Net Cash Flow,-0.45,-0.22,-0.21,-0.27,1.43,0,0,0.03,0
Free Cash Flow,-0.52,-0.22,-0.21,-0.27,-0.5,0,0,0,0
Free Cash Flow Per Share,-0.05,-0.02,-0.02,-0.03,-0.05,-,-,-,-
