Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,-1.65,0.9,0.37,1.94,2.59,-0.05,4.77,-0.99
Other Operating Activities,0.86,-0.97,-0.38,-2.12,-2.97,-0.01,-5.64,0.95
Operating Cash Flow,-0.79,-0.07,-0.02,-0.18,-0.38,-0.06,-0.87,-0.04
Change in Investments,2.39,0,0,0,0,0,-22.5,0
Investing Cash Flow,2.39,0,0,0,0,0,-22.5,0
Share Issuance / Repurchase,0,0,0,0,0,0,22.05,147
Debt Issued / Paid,0,0,0,0,0,0,-0.05,0.05
Other Financing Activities,-,-,-,-,-,-0.02,0.39,4.89
Financing Cash Flow,0,0,0,0,0,-0.02,22.39,151.94
Net Cash Flow,1.6,-0.07,-0.02,-0.18,-0.38,-0.08,-0.98,1.9
Free Cash Flow,-0.79,-0.07,-0.02,-0.18,-0.38,-0.06,-0.87,-0.04
Free Cash Flow Per Share,-0.04,-0.00,-0.00,-0.01,-0.02,-0.00,-0.04,-0.01
