Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,1.66,0.75,0.1,-0.31,-0.68,-0,-0
Other Operating Activities,-2.1,-0.97,-0.65,0.17,0.15,-0,0
Operating Cash Flow,-0.44,-0.22,-0.55,-0.15,-0.53,-0,-
Change in Investments,0.33,0,0,0,-281.52,0,-
Investing Cash Flow,0.33,0,0,0,-281.52,0,-
Share Issuance / Repurchase,0,0,0,0,283.52,0,-
Debt Issued / Paid,0,0,0,0,-0.2,0.16,-
Other Financing Activities,-,-,-,-,-0.39,-0.16,-
Financing Cash Flow,0,0,0,0,282.94,-0,-
Net Cash Flow,-0.11,0.2,-0.55,-0.15,0.89,-0,-
Free Cash Flow,-0.44,-0.22,-0.55,-0.15,-0.53,-0,-
Free Cash Flow Per Share,-0.01,-0.01,-0.02,-0.00,-0.01,-,-
