Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,3.77,5.23,5.43,4.27,13.39,4.1,16.02,-7.12
Other Operating Activities,-4.38,-5.34,-5.71,-4.68,-13.68,-4.86,-16.13,3.68
Operating Cash Flow,-0.62,-0.12,-0.28,-0.41,-0.29,-0.75,-0.1,-3.44
Change in Investments,0,0,0,0,0,0,0,-575
Investing Cash Flow,0,0,0,0,0,0,0,-575
Share Issuance / Repurchase,0,0,0,0,0,0,0,592
Debt Issued / Paid,0.65,0.15,0.27,0,0.4,-0,0,-0.2
Other Financing Activities,-,-,-,-,-,-,-0.17,-11.98
Financing Cash Flow,0.65,0.15,0.27,0,0.4,-0,-0.16,579.82
Net Cash Flow,0.04,0.03,-0.01,-0.41,0.11,-0.75,-0.27,1.38
Free Cash Flow,-0.62,-0.12,-0.28,-0.41,-0.29,-0.75,-0.1,-3.44
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.01,-0.00,-0.01,-0.00,-0.10
