Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,0.09,1.64,1.87,2.77,0.25,5.66,-4.03,6.32
Other Operating Activities,-0.26,-1.88,-2.03,-3.19,-0.41,-5.98,3.57,-6.87
Operating Cash Flow,-0.17,-0.24,-0.16,-0.41,-0.16,-0.33,-0.45,-0.55
Change in Investments,0.06,0.26,0,0.08,0,0,0,-276
Investing Cash Flow,0.06,0.26,0,0.08,0,0,0,-276
Share Issuance / Repurchase,0,0,0,0,0,0,0,270.48
Debt Issued / Paid,0.15,0,0,0,0.1,0,-0.1,0.06
Other Financing Activities,-,-,-,-,-0.1,-,0.1,7.45
Financing Cash Flow,0.15,0,0,0,-0,0,-0,278
Net Cash Flow,0.04,0.02,-0.16,-0.33,-0.17,-0.33,-0.45,1.44
Free Cash Flow,-0.17,-0.24,-0.16,-0.41,-0.16,-0.33,-0.45,-0.55
Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.03
