Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,0.06,1.69,1.77,2.15,2.03,1.44,1.37,-5.17,0.27
Other Operating Activities,-0.23,-2.35,-2.74,-2.5,-2.58,-1.62,-1.58,4.19,-0.17
Operating Cash Flow,-0.17,-0.66,-0.97,-0.35,-0.55,-0.19,-0.22,-0.98,0.1
Change in Investments,277.86,0.59,0.47,0,0,0,0,0,-336.02
Investing Cash Flow,277.86,0.59,0.47,0,0,0,0,0,-336.02
Share Issuance / Repurchase,-275.78,0,0,0,0,0,0,0,339.34
Other Financing Activities,-,-,-,-,-,-,-,-,-0.52
Financing Cash Flow,-275.78,0,0,0,0,0,0,0,338.82
Net Cash Flow,1.91,-0.07,-0.5,-0.35,-0.55,-0.19,-0.22,-0.98,2.91
Free Cash Flow,-0.17,-0.66,-0.97,-0.35,-0.55,-0.19,-0.22,-0.98,0.1
Free Cash Flow Per Share,-0.01,-0.01,-0.02,-0.01,-0.01,-0.00,-0.01,-0.02,0.01
