Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,3.02,3.43,4.69,6.4,0.27,8.89,-8.01,-0.48
Other Operating Activities,-4.19,-3.61,-4.81,-6.73,-0.44,-8.99,7.86,0.48
Operating Cash Flow,-1.18,-0.18,-0.12,-0.32,-0.17,-0.09,-0.15,-0
Change in Investments,1.16,0,0,0,0,0,0,-400
Investing Cash Flow,1.16,0,0,0,0,0,0,-400
Share Issuance / Repurchase,0,0,0,0,0,0,0,392
Debt Issued / Paid,0,0,0,0,0,0.15,0,-0.15
Other Financing Activities,-,-,-0.01,-0.01,-0.01,-0.01,-0.08,9.35
Financing Cash Flow,0,0,-0.01,-0.01,-0.01,0.14,-0.08,401.2
Net Cash Flow,-0.01,-0.18,-0.13,-0.33,-0.18,0.05,-0.22,1.2
Free Cash Flow,-1.18,-0.18,-0.12,-0.32,-0.17,-0.09,-0.15,-0
Free Cash Flow Per Share,-0.02,-0.00,-0.00,-0.01,-0.00,-0.00,-0.00,-
