Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30
Net Income,1.87,-0.84,1.61,7.19,0,-0
Other Operating Activities,-1.92,0.73,-1.77,-8.02,-0,0
Operating Cash Flow,-0.05,-0.11,-0.16,-0.84,0,0
Change in Investments,0,0,0,-132.6,0,0
Investing Cash Flow,0,0,0,-132.6,0,0
Share Issuance / Repurchase,0,0,0,135.3,0,0
Debt Issued / Paid,0,0,0,-0.14,0,0
Other Financing Activities,-,-,-,-0.31,-,-
Financing Cash Flow,0,0,0,134.85,0,0
Net Cash Flow,-0.05,-0.11,-0.16,1.41,0,0
Free Cash Flow,-0.05,-0.11,-0.16,-0.84,0,0
Free Cash Flow Per Share,-0.00,-0.01,-0.01,-0.07,-,-
