Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,-0.52,-0.32,-0.2,-0.32,-0.53,-1.35,-0,-0
Share-Based Compensation,0,0,0,0,0,1.35,0,0
Other Operating Activities,0.38,-0.23,-0.11,0,0.36,-0.41,-,0
Operating Cash Flow,-0.14,-0.55,-0.31,-0.31,-0.17,-0.41,-0,-0
Change in Investments,-0.35,0,0,0,0,0,0,0
Investing Cash Flow,-0.35,0,0,0,0,0,0,0
Share Issuance / Repurchase,0,-209.24,0,0,0,232.64,0,0
Debt Issued / Paid,0.57,0.7,0.25,0.2,0,0.01,0.1,0.12
Other Financing Activities,-,-,-,-,-0.05,-1.83,-0.08,-0.11
Financing Cash Flow,0.57,-208.54,0.25,0.2,-0.05,230.82,0.02,0.01
Net Cash Flow,0.08,0.04,-0.06,-0.12,-0.21,0.41,0.02,0.01
Free Cash Flow,-0.14,-0.55,-0.31,-0.31,-0.17,-0.41,-0,-0
Free Cash Flow Per Share,-0.02,-0.04,-0.01,-0.01,-0.01,-0.02,-,-
