Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,0.79,2.72,1.91,5.24,1.89,6.13,-0.03,-0.12
Other Operating Activities,-1.08,-2.72,-1.99,-5.37,-2.23,-6.13,0.03,-0.03
Operating Cash Flow,-0.3,-0.01,-0.08,-0.14,-0.33,-,-,-0.15
Share Issuance / Repurchase,0,0,0,0,0,-,-,0.03
Debt Issued / Paid,0,0,0,0,0,-,-,0.24
Other Financing Activities,-,-0.09,-,-,-,-,-,-0.11
Financing Cash Flow,0,-0.09,0,0,0,-,-,0.15
Net Cash Flow,-0.3,-0.09,-0.08,-0.14,-0.33,-,-,0
Free Cash Flow,-0.3,-0.01,-0.08,-0.14,-0.33,-,-,-0.15
Free Cash Flow Per Share,-0.01,-,-0.00,-0.01,-0.01,-,-,-0.03
