Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+3 Quarters
Net Income,-33,175,340,5,2,-22,17,-29,17,-14,-108,-35,-280,-110,66,-128,-43,-20.17,-103.85,4.31,305.7,-19.76,-190.91,7.11,-125.44,-94.69,101.47,58.65,9.42,386.98,-390.99,282.7,214.71,453.58,82.45,-207.91,155.94,68.56,230.98,-,Upgrade
Depreciation & Amortization,7,14,6,15,14,12,11,15,19,16,15,14,13,295,0,0,0,0.47,0.17,0.18,0.18,0.23,0.23,0.26,0.27,0.3,0.28,0.33,0.3,1.08,0.65,0.7,0.79,1.36,0.74,0.73,0.75,0.74,0.74,-,Upgrade
Share-Based Compensation,3,4,3,5,5,4,4,2,4,3,2,3,3,2,3,3,4,1.53,1.71,4.15,4.61,0.64,0.98,0.86,1.52,1.03,1.45,1.7,1.08,0.95,0.88,0.88,0.39,0.49,0.57,0.85,1.54,1.11,0,-,Upgrade
Other Operating Activities,101,"1,084",-301,-23,-12,11,-85,-32,-80,-13,36,-7,177,-202,-100,-45,-56,-107.51,-167.76,-128.67,"-1,502.06",43.31,109.75,-168.92,118.86,98.14,-151.7,-14.73,817.28,-379.25,433.17,-251.52,-210.32,"-1,681.62",2.34,340.07,-119.7,32.25,-187.02,-,Upgrade
Operating Cash Flow,77,"1,276",48,2,9,5,-53,-43,-40,-8,-55,-25,-87,-15,-31,-170,-95,-125.06,-106.36,-120.03,"-1,191.56",24.42,-79.95,-160.68,-4.79,4.77,-48.49,45.94,828.08,9.77,43.7,32.76,5.58,"-1,226.19",86.1,133.74,38.53,102.65,44.69,-,Upgrade
Operating Cash Flow Growth,755.56%,25420.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,411.48%,-,-,-,-51.13%,-,40.25%,14740.07%,-,-49.24%,-75.51%,-85.52%,-,92.65%,-,-50.18%,-,10.76%,-,Upgrade
Acquisitions,311,360,43,36,47,37,47,37,50,-38,44,32,66,31,390,55,67,161.74,49.28,58.07,79.92,57.77,57.09,55.2,64.95,261.56,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Upgrade
Change in Investments,136,76,-21,316,113,28,529,72,108,126,101,202,374,179,109,233,74,226.84,262.47,301.47,589.21,487.91,295.71,153.05,308.33,75.66,183.19,111.23,-806.19,36.06,-146.99,62.09,6.43,"1,662.58",-311.54,104.27,-61.23,-45.56,26.14,-,Upgrade
Other Investing Activities,-6,-5,-27,-48,-24,-34,-18,-38,-42,-52,-19,-208,-196,-1,-21,-87,-29,-49.94,-77.74,-1.18,-12.14,-34.03,-117.06,-25.16,-140.75,-17.09,-123.65,-130.1,-7.69,-29.13,-21.03,-73.78,-9.4,-74.14,-20,-5.26,-22.96,-5.4,-53.99,-,Upgrade
Investing Cash Flow,441,431,-5,304,136,31,558,71,116,36,126,26,244,209,478,201,112,338.64,234.01,358.36,657,511.65,235.74,183.08,232.52,320.13,59.54,-18.88,-813.88,6.93,-168.02,-11.68,-2.97,"1,588.44",-331.54,99.02,-84.2,-50.96,-27.85,-,Upgrade
Share Issuance / Repurchase,0,0,0,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,-,Upgrade
Debt Issued / Paid,-97,"-1,486",0,-58,0,4,-467,0,-16,-6,-12,-26,-77,-149,-7,3,-13,-21.5,-59.14,-174.08,30.72,-3.84,-7.74,-32.41,-54.02,-4.18,-11.68,-12.86,-20.32,-6.94,136.83,-13.75,0,-331.42,0,0,0,-1.5,-4.26,-,Upgrade
Other Financing Activities,-179,-198,-45,-310,-52,-38,-49,-38,-53,-37,-43,-33,-69,-31,-419,-12,-63,-161.58,-60.32,-58.16,-80.94,-52.75,-62.09,-52.86,-146.3,-249.88,-0.47,-19.59,-0.01,-0.36,-19.02,-,-49.87,-,214.29,-190,0,-1.39,-4.56,-,Upgrade
Financing Cash Flow,-276,"-1,684",-45,-382,-52,-34,-516,-38,-69,-43,-55,-59,-146,-180,-426,-9,-76,-183.08,-119.46,-232.24,-50.22,-56.59,-69.83,-85.27,-200.32,-254.06,-12.15,-32.44,-20.33,-7.3,117.82,-13.75,-49.87,-331.42,214.31,-190,0,-2.87,-8.81,-,Upgrade
Net Cash Flow,243,24,-2,-77,93,2,-10,-10,6,-15,16,-57,10,14,21,21,-58,30.15,8.08,5.83,-585.06,480.09,85.56,-64.52,27.88,68.86,-1.83,-6.1,-6.6,8.65,-6.87,7.32,-47.26,30.57,-31.13,42.76,-45.67,48.82,8.04,-,Upgrade
Free Cash Flow,77,"1,276",48,2,9,5,-53,-43,-40,-8,-55,-25,-87,-15,-31,-170,-95,-125.06,-106.36,-120.03,"-1,191.56",24.42,-79.95,-160.68,-4.79,4.77,-48.49,45.94,828.08,9.77,43.7,32.76,5.58,"-1,226.19",86.1,133.74,38.53,102.65,44.69,-,Upgrade
