Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,-0.75,0.4,2.94,3.66,-1.39,-0,-0,-0.04
Other Operating Activities,0.11,-0.58,-2.88,-4.11,0.09,0,-,0.03
Operating Cash Flow,-0.64,-0.18,0.06,-0.45,-1.3,-0,-0,-0.01
Change in Investments,0,0,0,0,-234.6,0,0,0
Investing Cash Flow,0,0,0,0,-234.6,0,0,0
Share Issuance / Repurchase,0,0,0,0,230,0,0,0.03
Debt Issued / Paid,0,0.06,0,0,-0.25,0.1,0,0.15
Other Financing Activities,-,-,-0.19,0.19,7.27,-0.12,-0,-0.11
Financing Cash Flow,0,0.06,-0.19,0.19,237.01,-0.02,-0,0.06
Net Cash Flow,-0.64,-0.12,-0.13,-0.26,1.12,-0.02,-0,0.05
Free Cash Flow,-0.64,-0.18,0.06,-0.45,-1.3,-0,-0,-0.01
Free Cash Flow Per Share,-0.02,-0.01,0.00,-0.01,-0.07,-,-,-0.00
