Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-21,2021-03-31
Net Income,0.22,0.07,-0.15,-0.09,-0.13,-0.15,-0,-0
Other Operating Activities,-0.65,-0.04,0.07,-0.11,0.04,-0.1,0,0
Operating Cash Flow,-0.43,0.03,-0.08,-0.2,-0.08,-0.25,-0,-0
Change in Investments,-0.69,0,0,0,0,0,0,0
Investing Cash Flow,-0.69,0,0,0,0,0,0,0
Share Issuance / Repurchase,0.2,0,0,0,0,69.62,0,0.03
Debt Issued / Paid,0.71,0,0,0,0,0.23,-0.13,1.22
Other Financing Activities,-,-,-,-,-,-0.4,-0.03,-0.08
Financing Cash Flow,0.91,0,0,0,0,69.44,-0.16,1.17
Net Cash Flow,-0.21,0.08,-0.08,-0.2,-0.08,-0.49,-0.16,1.17
Free Cash Flow,-0.43,0.03,-0.08,-0.2,-0.08,-0.25,-0,-0
Free Cash Flow Per Share,-0.05,0.00,-0.01,-0.02,-0.02,-0.08,-,-
