Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,0.58,-0.17,-0.15,-0.18,-0.14,-0.08,-0.02,-0.06
Other Operating Activities,-0.88,-0.03,-0.01,0.08,-0.29,-0.09,0.01,0.05
Operating Cash Flow,-0.31,-0.19,-0.17,-0.1,-0.42,-0.17,-0,-0.01
Share Issuance / Repurchase,-121.03,0,0,0,129.17,0,0,0.05
Debt Issued / Paid,0,0,0,0,0,0,0,0.5
Other Financing Activities,122.3,-,-,-,-0.33,-,-,-0.04
Financing Cash Flow,1.27,0,0,0,128.84,0,0,0.51
Net Cash Flow,0.45,-0.19,-0.17,-0.1,0.65,-0.17,-0,0.5
Free Cash Flow,-0.31,-0.19,-0.17,-0.1,-0.42,-0.17,-0,-0.01
Free Cash Flow Per Share,-0.11,-0.01,-0.01,-0.01,-0.13,-0.05,-0.00,-0.01
