Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Market Capitalization,366,421,402,222,325,351,240,175,140,118,84,Upgrade
Market Cap Growth,-,4.88%,81.08%,-31.70%,-7.44%,46.00%,37.33%,25.13%,18.33%,41.37%,19.64%,Upgrade
Enterprise Value,318,391,350,252,356,420,281,304,228,222,129,Upgrade
PE Ratio,8.22,8.93,8.51,8.05,11.24,16.77,15.45,11.85,10.39,11.96,8.60,Upgrade
PS Ratio,2.92,3.42,3.53,2.50,3.87,4.89,4.01,3.23,2.69,3.15,2.65,Upgrade
PB Ratio,0.84,1.31,1.42,0.86,1.36,1.75,1.39,1.39,1.05,1.06,0.82,Upgrade
P/FCF Ratio,6.12,6.62,8.12,6.10,10.50,11.51,10.63,22.25,11.23,13.89,10.67,Upgrade
P/OCF Ratio,6.02,6.26,7.76,5.50,8.41,11.45,9.38,9.91,7.02,8.86,5.48,Upgrade
EV/Sales Ratio,2.54,3.17,3.08,2.83,4.24,5.86,4.69,5.60,4.38,5.93,4.10,Upgrade
EV/EBITDA Ratio,5.97,5.94,5.37,6.30,8.67,12.62,11.00,12.12,9.92,13.89,8.30,Upgrade
EV/EBIT Ratio,6.82,6.52,5.86,7.31,9.89,14.63,12.98,14.11,11.56,16.08,9.23,Upgrade
EV/FCF Ratio,5.32,6.14,7.07,6.93,11.50,13.80,12.41,38.63,18.30,26.13,16.51,Upgrade
Debt / Equity Ratio,0.16,0.19,0.26,0.33,0.28,0.49,0.41,1.21,0.81,1.09,0.58,Upgrade
Debt / EBITDA Ratio,1.28,0.93,1.12,2.13,1.64,2.94,2.81,6.07,4.65,7.54,3.82,Upgrade
Debt / FCF Ratio,1.14,0.96,1.47,2.34,2.18,3.21,3.17,19.34,8.57,14.19,7.60,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),10.30%,15.20%,17.40%,11.00%,12.80%,11.10%,11.00%,11.70%,10.30%,9.30%,9.80%,Upgrade
Return on Assets (ROA),1.00%,1.60%,1.80%,1.20%,1.40%,1.20%,1.00%,1.10%,1.00%,1.00%,1.30%,Upgrade
Return on Capital (ROIC),1.30%,2.10%,2.30%,1.40%,1.60%,1.50%,1.30%,1.50%,1.40%,1.30%,1.70%,Upgrade
Earnings Yield,10.05%,11.20%,11.75%,12.42%,8.90%,5.96%,6.47%,8.44%,9.63%,8.36%,11.63%,Upgrade
FCF Yield,16.35%,15.11%,12.32%,16.39%,9.53%,8.69%,9.40%,4.49%,8.91%,7.20%,9.37%,Upgrade
Dividend Yield,2.60%,1.77%,1.38%,2.47%,1.49%,1.13%,1.24%,1.53%,1.80%,1.79%,2.34%,Upgrade
Payout Ratio,21.10%,15.30%,11.90%,20.00%,16.60%,18.30%,19.20%,18.10%,18.50%,21.50%,20.30%,Upgrade
Buyback Yield / Dilution,-27.11%,-4.19%,2.13%,2.10%,-3.69%,-20.71%,-0.17%,-0.24%,-12.02%,-1.68%,-0.20%,Upgrade
Total Shareholder Return,-24.51%,-2.42%,3.51%,4.57%,-2.20%,-19.58%,1.07%,1.29%,-10.22%,0.11%,2.13%,Upgrade
