Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,80,115,102,52,65,68,66,57,56,43,35,Upgrade
Market Cap Growth,-,12.18%,96.94%,-20.55%,-4.12%,3.56%,15.51%,1.59%,31.68%,20.67%,31.09%,Upgrade
Enterprise Value,186,232,175,133,156,176,133,109,97,103,64,Upgrade
PE Ratio,6.45,8.88,8.25,7.48,18.29,16.93,18.88,17.52,20.36,16.10,14.69,Upgrade
PS Ratio,1.87,2.58,2.35,1.56,2.10,2.43,2.59,2.43,2.60,2.17,1.96,Upgrade
PB Ratio,0.74,1.03,0.93,0.53,0.72,1.06,1.07,0.99,0.79,0.62,0.83,Upgrade
P/FCF Ratio,4.16,6.56,5.34,1.15,14.46,20.66,13.54,11.39,15.27,16.00,12.33,Upgrade
P/OCF Ratio,3.50,5.29,5.08,1.12,8.06,7.60,9.63,8.96,8.90,8.48,6.92,Upgrade
EV/Sales Ratio,4.19,5.21,4.02,3.96,5.01,6.25,5.22,4.62,4.50,5.22,3.57,Upgrade
EV/EBITDA Ratio,11.74,14.25,9.87,13.77,22.31,30.34,24.19,20.00,19.49,21.69,16.15,Upgrade
EV/EBIT Ratio,12.28,14.89,11.00,16.07,28.70,38.36,30.11,24.78,24.55,26.31,19.76,Upgrade
EV/FCF Ratio,9.35,13.25,9.12,2.93,34.52,53.14,27.30,21.68,26.42,38.47,22.43,Upgrade
Debt / Equity Ratio,1.22,1.37,0.99,1.27,1.23,2.08,1.44,1.28,0.80,1.04,1.08,Upgrade
Debt / EBITDA Ratio,8.55,9.37,6.19,12.88,15.85,23.10,16.20,13.62,11.29,15.07,11.56,Upgrade
Debt / FCF Ratio,6.81,8.71,5.72,2.74,24.51,40.44,18.28,14.77,15.30,26.73,16.05,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),11.50%,11.90%,11.80%,7.50%,4.30%,6.40%,5.70%,5.50%,3.90%,5.30%,5.80%,Upgrade
Return on Assets (ROA),0.90%,0.90%,1.00%,0.60%,0.30%,0.40%,0.40%,0.50%,0.50%,0.50%,0.50%,Upgrade
Return on Capital (ROIC),1.00%,1.10%,1.20%,0.70%,0.50%,0.50%,0.50%,0.60%,0.60%,0.70%,0.60%,Upgrade
Earnings Yield,15.17%,11.26%,12.12%,13.37%,5.47%,5.91%,5.30%,5.71%,4.91%,6.21%,6.81%,Upgrade
FCF Yield,24.02%,15.25%,18.72%,87.13%,6.91%,4.84%,7.38%,8.78%,6.55%,6.25%,8.11%,Upgrade
Dividend Yield,2.71%,1.78%,1.57%,2.09%,1.73%,1.51%,1.35%,1.48%,1.08%,-,0.89%,Upgrade
Payout Ratio,17.40%,16.00%,13.00%,20.50%,30.00%,24.40%,24.20%,25.30%,20.90%,0.00%,13.80%,Upgrade
Buyback Yield / Dilution,-0.81%,-0.63%,-31.68%,3.80%,-8.02%,-1.84%,-1.18%,2.81%,-,-10.82%,-0.02%,Upgrade
Total Shareholder Return,1.88%,1.15%,-30.10%,5.89%,-6.29%,-0.32%,0.17%,4.30%,1.08%,-10.82%,0.87%,Upgrade
