Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Market Capitalization,240,46,188,246,545,714,737,328,368,459,228,Upgrade
Market Cap Growth,-,-75.52%,-23.91%,-54.80%,-23.69%,-3.13%,125.06%,-10.99%,-19.77%,101.06%,263.43%,Upgrade
Enterprise Value,112,-84,101,105,417,690,623,231,296,411,208,Upgrade
PE Ratio,-0.10,-0.10,-3.24,-2.56,-18.25,2463.46,72.70,57.51,13.46,11.19,11.22,Upgrade
PS Ratio,0.53,0.10,0.30,0.29,0.66,0.99,1.13,0.67,1.03,1.64,1.10,Upgrade
PB Ratio,-0.25,-0.25,0.60,0.62,1.08,1.37,1.37,1.36,1.54,2.25,2.12,Upgrade
P/FCF Ratio,-0.30,-0.30,-0.62,-11.56,4.29,32.94,24.33,5.23,4.21,7.33,2.12,Upgrade
P/OCF Ratio,-0.27,-0.27,-0.63,-23.53,3.66,27.73,20.75,4.98,3.74,6.66,2.08,Upgrade
EV/Sales Ratio,0.25,-0.18,0.16,0.12,0.51,0.95,0.95,0.47,0.83,1.47,1.00,Upgrade
EV/EBITDA Ratio,0.21,0.21,-1.94,-0.99,-70.84,23.80,13.31,10.00,6.22,6.12,5.64,Upgrade
EV/EBIT Ratio,0.19,0.19,-1.39,-0.85,-17.98,125.00,149.77,29.92,7.01,6.34,5.97,Upgrade
EV/FCF Ratio,0.54,0.54,-0.34,-4.94,3.28,31.83,20.54,3.69,3.38,6.57,1.93,Upgrade
Debt / Equity Ratio,-0.85,-0.85,0.51,0.41,0.32,0.31,0.30,0.22,0.05,0.07,0.14,Upgrade
Debt / EBITDA Ratio,-0.38,-0.38,-3.05,-1.51,-27.03,5.52,3.45,2.34,0.26,0.20,0.40,Upgrade
Debt / FCF Ratio,-1.00,-1.00,-0.53,-7.52,1.25,7.38,5.32,0.87,0.14,0.22,0.14,Upgrade
Asset Turnover,0.17,0.17,0.21,0.31,0.32,0.32,0.37,0.53,0.49,0.48,0.49,Upgrade
Return on Equity (ROE),-581.30%,-581.30%,-17.40%,-20.70%,-5.70%,0.10%,2.20%,2.30%,12.10%,21.80%,20.30%,Upgrade
Return on Assets (ROA),-17.60%,-17.60%,-1.90%,-3.50%,-1.20%,0.00%,0.60%,0.60%,3.80%,7.10%,4.80%,Upgrade
Return on Capital (ROIC),-17.60%,-17.60%,-2.60%,-4.90%,-1.00%,0.30%,0.30%,1.00%,6.50%,12.40%,9.10%,Upgrade
Earnings Yield,-194.28%,-1023.50%,-30.89%,-39.14%,-5.48%,0.04%,1.38%,1.74%,7.43%,8.94%,8.91%,Upgrade
FCF Yield,-64.06%,-337.48%,-160.34%,-8.65%,23.32%,3.04%,4.11%,19.10%,23.74%,13.64%,47.28%,Upgrade
Dividend Yield,5.63%,5.63%,5.50%,4.17%,1.88%,1.44%,1.22%,1.52%,1.17%,0.70%,0.85%,Upgrade
Payout Ratio,-0.50%,-0.50%,-17.80%,-10.70%,-34.30%,2400.00%,88.90%,85.20%,15.50%,7.80%,9.50%,Upgrade
Buyback Yield / Dilution,-0.24%,-0.24%,-0.20%,-0.24%,0.18%,-14.62%,-72.92%,-0.75%,-7.02%,-23.87%,-51.88%,Upgrade
Total Shareholder Return,-0.24%,5.39%,5.30%,3.94%,2.06%,-13.18%,-71.70%,0.76%,-5.85%,-23.17%,-51.02%,Upgrade
