Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,314,305,240,220,219,199,224,190,159,177,176,Upgrade
Market Cap Growth,-,27.02%,9.21%,0.30%,10.12%,-11.38%,18.00%,19.54%,-9.89%,0.09%,30.11%,Upgrade
Enterprise Value,570,530,130,226,271,258,310,245,169,201,231,Upgrade
PE Ratio,10.75,10.48,8.24,8.75,11.24,11.03,17.23,15.05,13.68,13.19,13.19,Upgrade
PS Ratio,3.83,3.80,3.12,3.08,3.87,3.75,4.64,4.29,4.21,4.76,4.78,Upgrade
PB Ratio,1.47,1.52,1.13,1.13,1.42,1.43,1.74,1.54,1.33,1.76,1.92,Upgrade
P/FCF Ratio,10.52,9.64,6.38,20.19,10.28,9.48,14.45,12.18,13.22,11.87,10.09,Upgrade
P/OCF Ratio,9.93,9.17,6.20,18.58,10.06,9.25,14.26,11.74,12.42,10.91,9.90,Upgrade
EV/Sales Ratio,6.95,6.61,1.69,3.17,4.79,4.86,6.41,5.53,4.46,5.42,6.25,Upgrade
EV/EBITDA Ratio,15.48,14.50,3.57,7.17,11.14,11.81,16.11,15.33,11.39,11.54,13.14,Upgrade
EV/EBIT Ratio,15.93,14.92,3.68,7.44,11.64,12.02,16.28,15.64,11.75,11.86,13.47,Upgrade
EV/FCF Ratio,19.10,16.76,3.46,20.77,12.74,12.28,19.98,15.71,14.01,13.52,13.19,Upgrade
Debt / Equity Ratio,1.35,1.29,0.35,0.46,0.55,0.65,0.89,0.65,0.35,0.42,0.73,Upgrade
Debt / EBITDA Ratio,7.83,7.04,2.03,2.82,3.50,4.18,5.95,4.98,2.81,2.40,3.81,Upgrade
Debt / FCF Ratio,9.66,8.14,1.97,8.17,4.00,4.35,7.38,5.10,3.46,2.81,3.83,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),14.60%,14.70%,14.10%,13.80%,13.10%,13.50%,10.20%,10.20%,10.80%,13.60%,14.80%,Upgrade
Return on Assets (ROA),1.30%,1.30%,1.40%,1.40%,1.30%,1.30%,1.00%,1.10%,1.20%,1.50%,1.50%,Upgrade
Return on Capital (ROIC),1.40%,1.50%,1.80%,1.70%,1.60%,1.50%,1.50%,1.30%,1.40%,1.80%,1.90%,Upgrade
Earnings Yield,9.30%,9.54%,12.14%,11.43%,8.90%,9.07%,5.80%,6.65%,7.31%,7.58%,7.58%,Upgrade
FCF Yield,9.50%,10.37%,15.67%,4.95%,9.72%,10.55%,6.92%,8.21%,7.57%,8.42%,9.92%,Upgrade
Dividend Yield,2.43%,2.48%,3.07%,3.38%,2.94%,3.12%,2.68%,3.14%,3.58%,4.03%,2.25%,Upgrade
Payout Ratio,26.10%,26.00%,25.30%,29.60%,33.00%,34.40%,46.10%,47.20%,49.00%,53.10%,29.70%,Upgrade
Buyback Yield / Dilution,0.30%,0.36%,-2.55%,-6.85%,-0.55%,0.21%,0.75%,-8.59%,-0.16%,0.47%,1.01%,Upgrade
Total Shareholder Return,2.73%,2.84%,0.51%,-3.47%,2.39%,3.33%,3.43%,-5.44%,3.43%,4.50%,3.26%,Upgrade
