Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Market Capitalization,"2,990","3,910","3,601","2,545","2,725","2,524","2,739","1,985","1,960","2,207","1,822",Upgrade
Market Cap Growth,-,8.58%,41.47%,-6.60%,7.96%,-7.83%,37.97%,1.30%,-11.20%,21.14%,137.54%,Upgrade
Enterprise Value,"1,069","2,861",-334,"-5,977","1,084","2,917","2,041","1,929","2,197","2,173","1,720",Upgrade
PE Ratio,7.55,3.32,8.37,3.99,11.07,5.51,15.68,23.85,8.91,17.51,7.19,Upgrade
PS Ratio,1.54,2.76,0.98,1.05,0.79,1.63,0.70,0.89,1.29,1.02,0.70,Upgrade
PB Ratio,1.14,1.66,0.57,0.40,0.60,1.05,0.96,0.87,1.01,1.03,1.32,Upgrade
P/FCF Ratio,1.43,3.06,0.93,1.97,0.81,64.89,1.43,1.40,3.89,3.12,2.11,Upgrade
P/OCF Ratio,1.06,1.91,0.85,1.95,0.81,58.45,1.42,1.40,3.88,3.12,2.11,Upgrade
EV/Sales Ratio,0.55,2.02,-0.09,-2.46,0.31,1.89,0.52,0.87,1.45,1.00,0.66,Upgrade
EV/EBITDA Ratio,1.55,1.79,-0.52,-7.01,3.00,4.78,5.60,11.00,5.73,8.55,3.75,Upgrade
EV/EBIT Ratio,1.58,1.81,-0.53,-7.06,3.04,4.81,5.66,11.25,5.80,8.89,3.91,Upgrade
EV/FCF Ratio,0.51,2.24,-0.09,-4.63,0.32,74.99,1.06,1.36,4.36,3.08,2.00,Upgrade
Debt / Equity Ratio,0.33,0.37,0.09,0.09,0.14,0.31,0.26,0.32,0.33,0.31,0.57,Upgrade
Debt / EBITDA Ratio,1.26,0.55,0.90,0.67,1.81,1.21,2.02,4.20,1.66,2.63,1.74,Upgrade
Debt / FCF Ratio,0.42,0.68,0.15,0.44,0.19,18.96,0.38,0.52,1.26,0.95,0.92,Upgrade
Asset Turnover,0.03,0.02,0.05,0.04,0.05,0.03,0.07,0.04,0.03,0.05,0.07,Upgrade
Return on Equity (ROE),15.10%,32.20%,6.90%,12.10%,6.50%,18.60%,6.50%,3.30%,10.60%,6.60%,17.00%,Upgrade
Return on Assets (ROA),0.60%,1.60%,0.60%,0.90%,0.40%,0.70%,0.30%,0.20%,0.50%,0.30%,0.70%,Upgrade
Return on Capital (ROIC),0.90%,2.20%,1.00%,1.30%,0.50%,1.00%,0.60%,0.30%,0.80%,0.60%,1.20%,Upgrade
Earnings Yield,15.28%,30.11%,11.95%,25.06%,9.03%,18.15%,6.38%,4.19%,11.22%,5.71%,13.90%,Upgrade
FCF Yield,70.17%,32.71%,107.74%,50.75%,122.84%,1.54%,70.07%,71.29%,25.69%,32.01%,47.31%,Upgrade
Dividend Yield,0.94%,0.79%,0.87%,1.16%,1.00%,1.00%,0.85%,1.06%,0.92%,0.69%,0.68%,Upgrade
Payout Ratio,7.00%,2.80%,7.40%,4.60%,11.10%,5.50%,13.30%,24.50%,7.90%,11.80%,4.70%,Upgrade
Buyback Yield / Dilution,12.55%,7.36%,-0.54%,-1.07%,-0.78%,-1.37%,-1.20%,-7.99%,-7.87%,-9.48%,-9.95%,Upgrade
Total Shareholder Return,13.49%,8.15%,0.33%,0.09%,0.22%,-0.37%,-0.35%,-6.93%,-6.96%,-8.79%,-9.26%,Upgrade
