Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,256,331,345,278,330,286,295,357,220,194,186,Upgrade
Market Cap Growth,-,-4.25%,24.17%,-15.61%,15.36%,-3.12%,-17.46%,62.31%,13.47%,4.36%,14.52%,Upgrade
Enterprise Value,307,408,394,458,489,465,504,618,539,457,446,Upgrade
PE Ratio,6.78,8.48,9.52,10.25,12.91,12.14,15.05,19.84,13.58,13.19,14.34,Upgrade
PS Ratio,2.83,3.62,4.01,3.87,5.04,4.66,5.10,6.63,4.26,3.92,4.10,Upgrade
PB Ratio,1.11,1.44,1.41,1.24,1.55,1.49,1.63,2.07,1.31,1.20,1.27,Upgrade
P/FCF Ratio,6.80,8.30,6.52,13.75,13.46,8.83,14.58,18.74,11.10,9.80,8.21,Upgrade
P/OCF Ratio,6.59,8.02,6.09,12.25,12.65,8.44,13.24,16.86,10.61,9.48,7.44,Upgrade
EV/Sales Ratio,3.43,4.47,4.58,6.37,7.47,7.58,8.70,11.49,10.45,9.24,9.84,Upgrade
EV/EBITDA Ratio,6.49,8.26,8.58,13.28,15.18,15.68,17.94,23.60,23.00,21.84,24.61,Upgrade
EV/EBIT Ratio,6.78,8.60,8.98,14.19,16.15,16.69,19.22,25.28,24.83,23.72,27.20,Upgrade
EV/FCF Ratio,8.24,10.23,7.45,22.63,19.96,14.36,24.91,32.45,27.20,23.10,19.70,Upgrade
Debt / Equity Ratio,0.37,0.45,0.56,1.17,0.87,1.10,1.26,1.62,2.01,1.73,1.91,Upgrade
Debt / EBITDA Ratio,1.77,2.10,2.97,7.60,5.74,7.10,8.15,10.64,14.40,13.37,15.41,Upgrade
Debt / FCF Ratio,2.25,2.60,2.58,12.96,7.56,6.50,11.32,14.63,17.02,14.14,12.34,Upgrade
Asset Turnover,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,Upgrade
Return on Equity (ROE),16.50%,17.10%,15.30%,12.40%,12.40%,12.70%,11.00%,10.40%,9.80%,9.30%,8.60%,Upgrade
Return on Assets (ROA),1.40%,1.50%,1.50%,1.20%,1.30%,1.20%,1.10%,1.10%,1.10%,1.00%,0.90%,Upgrade
Return on Capital (ROIC),1.60%,1.80%,1.70%,1.30%,1.40%,1.30%,1.30%,1.30%,1.20%,1.10%,1.00%,Upgrade
Earnings Yield,14.72%,11.79%,10.50%,9.76%,7.75%,8.24%,6.64%,5.04%,7.36%,7.58%,6.98%,Upgrade
FCF Yield,14.71%,12.05%,15.33%,7.27%,7.43%,11.33%,6.86%,5.34%,9.01%,10.21%,12.17%,Upgrade
Dividend Yield,5.95%,4.41%,4.01%,4.80%,4.86%,4.03%,3.89%,2.72%,3.18%,5.69%,4.48%,Upgrade
Payout Ratio,39.50%,37.10%,37.80%,48.80%,62.30%,48.60%,58.20%,53.60%,42.80%,74.60%,65.00%,Upgrade
Buyback Yield / Dilution,-0.49%,-0.42%,-0.44%,-0.44%,-0.36%,-0.30%,-0.33%,-0.38%,-0.27%,-0.49%,-8.28%,Upgrade
Total Shareholder Return,5.46%,3.99%,3.57%,4.36%,4.50%,3.73%,3.56%,2.34%,2.90%,5.20%,-3.80%,Upgrade
