Year,Current,2022,2021
Market Capitalization,112,348,339
Market Cap Growth,-,2.89%,-
Enterprise Value,112,349,339
PE Ratio,48.86,48.00,47.34
PB Ratio,-16.84,-16.84,-13.33
P/FCF Ratio,-178.87,-178.87,-242.74
P/OCF Ratio,-178.87,-178.87,-242.74
EV/EBITDA Ratio,13.80,42.94,47.34
EV/EBIT Ratio,13.80,42.94,47.34
EV/FCF Ratio,-179.20,-179.20,-242.73
Debt / Equity Ratio,-0.07,-0.07,-0.06
Debt / EBITDA Ratio,0.17,0.17,0.21
Debt / FCF Ratio,-0.72,-0.72,-1.08
Current Ratio,0.14,0.14,0.52
Return on Equity (ROE),-34.50%,-34.50%,-65.10%
Return on Assets (ROA),3.40%,3.40%,2.60%
Return on Capital (ROIC),3.80%,3.80%,2.60%
Earnings Yield,6.51%,2.08%,2.11%
FCF Yield,-1.75%,-0.56%,-0.41%
Buyback Yield / Dilution,-0.88%,-0.88%,-
Total Shareholder Return,-0.88%,-0.88%,-
