Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"6,198","8,597","8,033","5,483","6,118","5,623","5,979","5,555","3,739","4,454","4,503",Upgrade
Market Cap Growth,-,7.02%,46.50%,-10.38%,8.79%,-5.94%,7.63%,48.56%,-16.06%,-1.07%,34.99%,Upgrade
Enterprise Value,"1,414","1,503","-5,562","-2,454","4,260","3,270","2,308","2,627","1,277","1,131",839,Upgrade
PE Ratio,9.62,15.02,18.43,16.94,14.05,12.58,16.79,18.75,13.78,16.50,19.48,Upgrade
PS Ratio,3.37,5.08,5.86,4.57,4.59,4.37,5.12,5.17,3.69,4.50,4.99,Upgrade
PB Ratio,1.79,2.74,1.81,1.28,1.56,1.67,1.81,1.85,1.29,1.56,1.79,Upgrade
P/FCF Ratio,14.65,13.86,13.63,12.61,14.05,11.32,11.76,12.54,14.94,28.20,29.53,Upgrade
P/OCF Ratio,11.11,11.90,12.39,10.46,9.65,10.00,11.11,12.69,9.47,15.37,25.94,Upgrade
EV/Sales Ratio,0.77,0.89,-4.05,-2.04,3.19,2.54,1.98,2.44,1.26,1.14,0.93,Upgrade
EV/EBITDA Ratio,1.68,2.03,-9.95,-5.90,7.70,5.85,5.06,6.74,3.53,3.01,2.55,Upgrade
EV/EBIT Ratio,1.84,2.25,-11.36,-6.98,8.53,6.43,5.65,7.69,3.99,3.36,2.88,Upgrade
EV/FCF Ratio,3.34,2.42,-9.43,-5.64,9.78,6.58,4.54,5.93,5.10,7.16,5.50,Upgrade
Debt / Equity Ratio,1.30,1.57,0.67,0.55,0.49,0.48,0.42,0.40,0.39,0.36,0.35,Upgrade
Debt / EBITDA Ratio,5.38,6.67,5.35,5.66,3.49,2.87,3.03,3.11,3.12,2.77,2.71,Upgrade
Debt / FCF Ratio,10.68,7.96,5.07,5.41,4.43,3.23,2.72,2.74,4.51,6.59,5.85,Upgrade
Asset Turnover,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),20.40%,17.50%,10.00%,8.00%,11.50%,13.50%,11.10%,9.60%,9.40%,9.80%,9.40%,Upgrade
Return on Assets (ROA),1.20%,1.10%,0.90%,0.80%,1.30%,1.40%,1.20%,1.00%,1.00%,1.00%,1.00%,Upgrade
Return on Capital (ROIC),1.80%,1.60%,1.40%,1.10%,1.60%,1.80%,1.50%,1.30%,1.30%,1.50%,1.50%,Upgrade
Earnings Yield,10.50%,6.66%,5.43%,5.90%,7.12%,7.95%,5.96%,5.33%,7.25%,6.06%,5.13%,Upgrade
FCF Yield,6.83%,7.21%,7.34%,7.93%,7.12%,8.83%,8.51%,7.97%,6.69%,3.55%,3.39%,Upgrade
Dividend Yield,3.49%,2.42%,2.33%,3.27%,2.86%,2.93%,2.35%,2.44%,3.50%,2.87%,2.66%,Upgrade
Payout Ratio,33.40%,36.70%,43.30%,55.80%,40.60%,37.00%,39.90%,45.50%,48.70%,47.00%,51.80%,Upgrade
Buyback Yield / Dilution,-0.53%,-0.92%,-1.37%,-0.46%,2.16%,-1.23%,-0.33%,-1.03%,1.17%,-4.23%,1.57%,Upgrade
Total Shareholder Return,2.97%,1.51%,0.96%,2.81%,5.02%,1.70%,2.02%,1.41%,4.67%,-1.36%,4.23%,Upgrade
