Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,432,789,720,531,760,491,585,547,384,233,217,Upgrade
Market Cap Growth,-,9.69%,35.41%,-30.03%,54.76%,-16.14%,6.93%,42.66%,64.44%,7.47%,18.16%,Upgrade
Enterprise Value,31,522,-547,-560,342,366,308,281,43,111,104,Upgrade
PE Ratio,5.95,11.86,15.09,15.06,18.77,13.89,24.56,21.16,26.09,18.79,19.38,Upgrade
PS Ratio,2.16,4.17,4.53,3.84,5.38,3.95,5.27,5.39,4.50,3.58,3.73,Upgrade
PB Ratio,0.67,1.25,1.20,0.92,1.32,1.34,2.16,2.11,1.56,1.26,1.25,Upgrade
P/FCF Ratio,5.24,11.43,12.71,9.82,15.15,10.14,14.38,21.53,13.96,12.57,13.77,Upgrade
P/OCF Ratio,5.20,11.30,12.66,9.28,15.09,10.10,14.15,21.13,13.46,12.04,13.35,Upgrade
EV/Sales Ratio,0.16,2.76,-3.44,-4.04,2.42,2.94,2.78,2.77,0.50,1.70,1.79,Upgrade
EV/EBITDA Ratio,0.29,5.32,-7.82,-10.41,5.71,7.12,5.88,6.07,1.50,5.00,5.51,Upgrade
EV/EBIT Ratio,0.30,5.53,-8.30,-11.41,6.07,7.51,6.13,6.39,1.60,5.29,5.89,Upgrade
EV/FCF Ratio,0.38,7.56,-9.66,-10.34,6.82,7.56,7.57,11.06,1.55,5.97,6.63,Upgrade
Debt / Equity Ratio,0.52,0.06,0.07,0.07,0.07,0.11,0.14,-,0.01,-,-,Upgrade
Debt / EBITDA Ratio,3.18,0.40,0.57,0.74,0.67,0.77,0.75,-,0.11,-,-,Upgrade
Debt / FCF Ratio,4.12,0.57,0.71,0.73,0.80,0.81,0.96,-,0.11,-,-,Upgrade
Asset Turnover,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),11.60%,10.90%,8.10%,6.10%,9.30%,10.60%,8.80%,10.00%,6.80%,6.80%,6.60%,Upgrade
Return on Assets (ROA),1.40%,1.20%,0.90%,0.80%,1.20%,1.20%,0.90%,1.10%,0.70%,0.80%,0.80%,Upgrade
Return on Capital (ROIC),2.20%,2.10%,1.80%,1.40%,1.90%,1.80%,2.10%,2.00%,1.60%,1.50%,1.30%,Upgrade
Earnings Yield,16.82%,8.43%,6.63%,6.64%,5.33%,7.20%,4.07%,4.73%,3.83%,5.32%,5.16%,Upgrade
FCF Yield,19.08%,8.75%,7.86%,10.19%,6.60%,9.86%,6.96%,4.64%,7.16%,7.96%,7.26%,Upgrade
Dividend Yield,7.34%,4.00%,4.36%,5.86%,3.74%,3.88%,2.61%,2.49%,2.68%,2.04%,0.73%,Upgrade
Payout Ratio,43.70%,47.30%,65.80%,88.10%,55.20%,51.80%,63.50%,50.00%,66.70%,42.90%,16.70%,Upgrade
Buyback Yield / Dilution,-0.87%,-0.74%,-0.59%,-1.21%,-36.79%,-13.30%,-0.72%,-18.24%,-21.40%,-0.29%,-0.10%,Upgrade
Total Shareholder Return,6.47%,3.26%,3.76%,4.66%,-33.05%,-9.42%,1.89%,-15.74%,-18.73%,1.75%,0.63%,Upgrade
