Year,Current,2022,2021
Market Capitalization,257,333,222
Market Cap Growth,-,50.02%,-
Enterprise Value,257,333,221
PE Ratio,-148.39,-148.39,-1020.10
PB Ratio,-24.78,-24.78,-30.39
P/FCF Ratio,-353.44,-353.44,-314.00
P/OCF Ratio,-353.44,-353.44,-314.00
EV/EBITDA Ratio,-214.21,-214.21,-949.50
EV/EBIT Ratio,-214.21,-214.21,-949.50
EV/FCF Ratio,-353.42,-353.42,-312.80
Current Ratio,0.07,0.07,11.16
Return on Equity (ROE),22.10%,22.10%,-
Return on Assets (ROA),-1.20%,-1.20%,-
Return on Capital (ROIC),-0.90%,-0.90%,-
Earnings Yield,-0.87%,-0.67%,-0.10%
FCF Yield,-0.37%,-0.28%,-0.32%
Buyback Yield / Dilution,-102.27%,-102.27%,-
Total Shareholder Return,-102.27%,-102.27%,-
