Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,442,705,859,355,744,809,672,"1,452",991,"1,843","2,295",Upgrade
Market Cap Growth,-,-17.89%,142.10%,-52.34%,-7.97%,20.41%,-53.75%,46.54%,-46.22%,-19.71%,50.94%,Upgrade
Enterprise Value,"3,557","3,801","3,894","4,019","5,412","5,555","6,038","6,786","8,887","9,423","10,152",Upgrade
PE Ratio,-2.36,-3.62,-1.93,-0.61,-2.07,-2.73,-0.42,-4.30,5.51,3.24,9.18,Upgrade
PS Ratio,3.73,4.58,4.55,1.26,2.66,4.99,1.55,4.94,1.16,1.45,1.90,Upgrade
PB Ratio,-0.56,-0.80,-2.74,2.61,0.90,0.72,0.48,0.45,0.27,0.47,0.70,Upgrade
P/FCF Ratio,-0.70,-1.69,1.68,-0.91,-2.02,-2.53,-1.03,-9.68,-17.39,-5.33,1.26,Upgrade
P/OCF Ratio,-0.70,-1.69,1.68,-0.91,-2.02,-2.54,-1.03,-9.75,-18.35,-5.53,1.26,Upgrade
EV/Sales Ratio,30.66,24.68,20.60,14.25,19.33,34.29,13.94,23.08,10.42,7.42,8.40,Upgrade
EV/EBITDA Ratio,-151.33,-271.53,-14.75,-11.48,-73.14,-1851.65,-15.52,-58.00,16.86,10.59,14.57,Upgrade
EV/EBIT Ratio,-151.33,-271.53,-14.75,-11.48,-73.14,-1851.65,-15.52,-58.00,16.86,10.59,14.57,Upgrade
EV/FCF Ratio,-5.00,-9.09,7.64,-10.30,-14.71,-17.36,-9.25,-45.24,-155.91,-27.23,5.56,Upgrade
Debt / Equity Ratio,-3.52,-3.59,-10.21,28.17,5.75,4.49,3.90,1.71,2.26,2.13,2.78,Upgrade
Debt / EBITDA Ratio,-133.62,-225.86,-12.10,-10.95,-64.20,-1675.33,-14.17,-47.19,15.97,9.40,13.08,Upgrade
Debt / FCF Ratio,-4.41,-7.56,6.26,-9.82,-12.91,-15.71,-8.44,-36.81,-147.68,-24.17,4.99,Upgrade
Asset Turnover,0.03,0.04,0.04,0.04,0.04,0.02,0.04,0.03,0.06,0.08,0.07,Upgrade
Return on Equity (ROE),25.30%,25.50%,317.90%,-193.10%,-35.10%,-25.90%,-77.50%,-9.50%,4.70%,15.00%,7.80%,Upgrade
Return on Assets (ROA),-5.80%,-4.90%,-8.80%,-9.00%,-4.40%,-3.50%,-16.30%,-2.80%,1.20%,3.50%,1.30%,Upgrade
Return on Capital (ROIC),-0.40%,-0.20%,-3.20%,-3.40%,-0.60%,0.00%,-2.50%,-0.70%,2.20%,3.70%,2.60%,Upgrade
Earnings Yield,-49.70%,-27.65%,-51.80%,-162.89%,-48.22%,-36.59%,-238.91%,-23.27%,18.16%,30.87%,10.89%,Upgrade
FCF Yield,-168.07%,-59.26%,59.37%,-109.91%,-49.43%,-39.56%,-97.20%,-10.33%,-5.75%,-18.77%,79.55%,Upgrade
Buyback Yield / Dilution,-0.63%,-0.67%,16.25%,27.08%,8.99%,25.15%,10.58%,19.33%,13.63%,-0.31%,-0.22%,Upgrade
Total Shareholder Return,-0.63%,-0.67%,16.25%,27.08%,8.99%,25.15%,10.58%,19.33%,13.63%,-0.31%,-0.22%,Upgrade
