Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2009
Market Capitalization,12,14,24,22,5,10,10,14,16,27,30,Upgrade
Market Cap Growth,-,-40.70%,7.44%,376.30%,-53.95%,1.49%,-29.82%,-7.33%,-41.47%,-10.46%,109.45%,Upgrade
Enterprise Value,444,477,"3,199","5,747","7,587","7,711","1,724",324,158,144,75,Upgrade
PE Ratio,-1.48,-1.07,2.05,1.58,-2.30,-4.16,4.89,6.35,-3.81,-10.26,-2.22,Upgrade
PS Ratio,0.25,0.32,0.17,0.17,0.10,0.21,0.21,0.26,0.34,0.48,0.52,Upgrade
PB Ratio,0.30,0.31,0.39,0.51,0.14,0.29,0.25,0.37,0.39,0.55,0.57,Upgrade
P/FCF Ratio,-0.19,-0.60,1.40,0.55,-0.30,-1.28,-0.84,-1.61,-3.61,6.75,-3.26,Upgrade
P/OCF Ratio,-0.19,-0.61,1.32,0.54,-0.31,-1.46,-0.85,-1.65,-3.74,6.45,-3.60,Upgrade
EV/Sales Ratio,8.24,10.76,21.86,44.17,152.77,156.15,36.25,5.86,3.42,2.58,1.30,Upgrade
EV/EBITDA Ratio,481.04,-156.25,201.58,371.78,1424.87,1416.50,236.76,42.01,238.82,57.51,-6.64,Upgrade
EV/EBIT Ratio,1254.24,-132.16,206.40,379.99,1515.36,1487.83,245.15,43.66,-2192.46,102.76,-5.90,Upgrade
EV/FCF Ratio,-6.72,-19.84,185.00,139.44,-487.50,-963.81,-142.93,-36.20,-36.70,36.66,-8.25,Upgrade
Debt / Equity Ratio,9.79,10.53,52.08,131.34,227.83,215.67,43.55,8.38,3.93,2.69,1.13,Upgrade
Debt / EBITDA Ratio,470.55,-161.08,203.24,373.04,1425.54,1417.21,238.52,42.12,236.68,51.81,-5.18,Upgrade
Debt / FCF Ratio,-6.59,-20.46,186.53,139.91,-487.73,-964.29,-144.00,-36.29,-36.37,33.03,-6.43,Upgrade
Asset Turnover,0.04,0.03,0.02,0.02,0.01,0.01,0.05,0.11,0.13,0.20,0.19,Upgrade
Return on Equity (ROE),-17.60%,-26.80%,20.30%,41.60%,-6.10%,-6.60%,5.20%,5.90%,-9.00%,-5.40%,-25.50%,Upgrade
Return on Assets (ROA),-0.70%,-0.80%,0.20%,0.20%,0.00%,-0.10%,0.20%,0.40%,-1.10%,-0.90%,-4.50%,Upgrade
Return on Capital (ROIC),0.00%,-0.10%,0.10%,0.10%,0.00%,0.10%,0.40%,0.90%,0.00%,0.40%,-3.30%,Upgrade
Earnings Yield,-63.16%,-93.50%,48.90%,63.20%,-43.53%,-24.04%,20.44%,15.76%,-26.28%,-9.75%,-44.96%,Upgrade
FCF Yield,-494.83%,-168.03%,71.62%,183.39%,-329.83%,-78.08%,-119.45%,-62.24%,-27.71%,14.82%,-30.65%,Upgrade
Dividend Yield,14.49%,17.36%,10.94%,-,14.25%,13.15%,20.54%,9.80%,10.37%,6.13%,4.77%,Upgrade
Payout Ratio,-17.20%,-18.60%,5.00%,0.00%,-22.10%,-37.40%,46.80%,43.00%,-29.00%,-47.10%,-7.40%,Upgrade
Buyback Yield / Dilution,-293.38%,73.12%,-3.81%,-202.83%,0.20%,35.02%,-47.04%,12.35%,1.02%,-15.05%,-10.51%,Upgrade
Total Shareholder Return,-279.72%,90.48%,7.14%,-202.83%,14.45%,48.17%,-26.50%,22.16%,11.39%,-8.92%,-5.74%,Upgrade
