Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"1,024","1,309","1,230","1,030","1,323","1,047","1,283","1,155",805,819,777,Upgrade
Market Cap Growth,-,6.43%,19.44%,-22.18%,26.34%,-18.33%,11.02%,43.48%,-1.66%,5.39%,44.85%,Upgrade
Enterprise Value,"1,339","1,507","1,035","1,078","1,516","1,278","1,548","1,472","1,075","1,113","1,128",Upgrade
PE Ratio,8.30,10.86,10.38,12.65,14.39,12.71,18.85,19.99,14.01,14.10,14.14,Upgrade
PS Ratio,2.92,3.83,3.61,3.51,4.28,3.59,4.66,4.57,3.25,3.49,3.33,Upgrade
PB Ratio,1.13,1.52,1.34,1.16,1.60,1.37,1.79,1.72,1.25,1.33,1.33,Upgrade
P/FCF Ratio,5.67,7.28,7.37,5.78,8.40,7.72,14.18,19.57,22.00,22.25,13.24,Upgrade
P/OCF Ratio,5.67,7.46,7.38,6.67,8.04,6.56,9.18,11.78,8.00,11.32,8.92,Upgrade
EV/Sales Ratio,3.82,4.41,3.03,3.67,4.90,4.38,5.62,5.82,4.34,4.75,4.84,Upgrade
EV/EBITDA Ratio,7.44,8.57,5.79,7.85,9.76,9.27,11.61,12.52,9.51,10.67,10.92,Upgrade
EV/EBIT Ratio,8.26,9.61,6.68,10.14,12.63,12.16,15.27,16.52,12.14,13.18,13.44,Upgrade
EV/FCF Ratio,7.41,8.38,6.20,6.05,9.63,9.41,17.12,24.94,29.36,30.26,19.22,Upgrade
Debt / Equity Ratio,0.45,0.37,0.36,0.33,0.33,0.43,0.48,0.63,0.54,0.59,0.74,Upgrade
Debt / EBITDA Ratio,2.27,1.82,1.85,2.12,1.78,2.39,2.58,3.62,3.09,3.46,4.17,Upgrade
Debt / FCF Ratio,2.26,1.78,1.98,1.64,1.75,2.43,3.80,7.20,9.55,9.81,7.35,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),14.40%,14.10%,13.10%,9.40%,11.40%,11.10%,9.70%,8.70%,9.10%,9.60%,9.60%,Upgrade
Return on Assets (ROA),1.50%,1.50%,1.50%,1.10%,1.40%,1.30%,1.20%,1.10%,1.10%,1.20%,1.20%,Upgrade
Return on Capital (ROIC),1.90%,1.90%,2.00%,1.50%,1.80%,1.60%,1.70%,1.60%,1.70%,1.70%,1.70%,Upgrade
Earnings Yield,12.13%,9.21%,9.64%,7.91%,6.95%,7.87%,5.31%,5.00%,7.14%,7.09%,7.07%,Upgrade
FCF Yield,17.63%,13.74%,13.57%,17.29%,11.90%,12.96%,7.05%,5.11%,4.55%,4.49%,7.55%,Upgrade
Dividend Yield,3.09%,2.37%,2.44%,2.80%,2.12%,2.38%,1.54%,1.61%,2.17%,2.07%,2.13%,Upgrade
Payout Ratio,25.40%,26.00%,25.70%,35.60%,30.80%,30.40%,29.20%,32.40%,30.90%,29.70%,30.40%,Upgrade
Buyback Yield / Dilution,0.23%,0.57%,2.96%,-0.18%,1.76%,-0.11%,-0.27%,0.82%,0.63%,1.89%,-0.18%,Upgrade
Total Shareholder Return,3.32%,2.94%,5.40%,2.63%,3.88%,2.27%,1.27%,2.44%,2.81%,3.96%,1.95%,Upgrade
