Year,Current,2022,2021
Market Capitalization,960,932,-
Enterprise Value,960,932,0
PE Ratio,46.52,41.40,-
PB Ratio,-36.09,-35.40,-
P/FCF Ratio,-599.75,-497.77,-
P/OCF Ratio,-599.75,-497.77,-
EV/EBITDA Ratio,46.50,41.39,-60.00
EV/EBIT Ratio,46.50,41.39,-60.00
EV/FCF Ratio,-599.71,-497.71,-
Debt / Equity Ratio,-,-,15.00
Debt / EBITDA Ratio,-,-,-60.00
Current Ratio,1.14,2.07,0
Return on Equity (ROE),-74.30%,-77.10%,-
Return on Assets (ROA),2.70%,3.00%,-
Return on Capital (ROIC),2.70%,3.00%,-
Earnings Yield,2.15%,2.42%,-
FCF Yield,-0.17%,-0.20%,-
Buyback Yield / Dilution,-8.70%,-390.14%,-
Total Shareholder Return,-8.70%,-390.14%,-
