Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,484,323,530,473,930,"1,325",942,995,825,701,508,Upgrade
Market Cap Growth,-,-39.01%,11.91%,-49.07%,-29.84%,40.64%,-5.33%,20.59%,17.78%,37.81%,184.00%,Upgrade
Enterprise Value,330,35,407,361,845,"1,270",775,902,650,619,441,Upgrade
PE Ratio,-35.49,-14.52,25.96,24.78,19.99,11.32,8.81,10.01,7.75,9.60,8.62,Upgrade
PS Ratio,0.39,0.26,0.47,0.44,0.99,1.61,1.25,1.45,1.51,1.90,1.69,Upgrade
PB Ratio,1.50,1.12,1.23,1.05,1.88,2.64,2.14,2.68,2.82,3.51,2.90,Upgrade
P/FCF Ratio,1.62,1.01,2.30,38.45,11.09,5.93,3.92,8.79,3.98,6.14,3.27,Upgrade
P/OCF Ratio,1.60,1.00,2.26,16.13,10.99,5.76,3.84,8.20,3.76,5.68,3.24,Upgrade
EV/Sales Ratio,0.26,0.03,0.36,0.34,0.90,1.54,1.03,1.32,1.19,1.68,1.46,Upgrade
EV/EBITDA Ratio,-134.24,-2.59,11.32,12.28,12.34,8.05,4.44,5.43,3.67,4.81,4.34,Upgrade
EV/EBIT Ratio,-39.06,-1.67,14.01,14.86,13.31,8.31,4.55,5.54,3.71,4.85,4.38,Upgrade
EV/FCF Ratio,1.11,0.11,1.77,29.35,10.08,5.68,3.23,7.97,3.13,5.42,2.83,Upgrade
Debt / Equity Ratio,0.56,0.36,0.30,0.15,0.20,0.23,0.11,0.04,0.08,0.18,0.30,Upgrade
Debt / EBITDA Ratio,-60.20,-7.70,3.63,2.31,1.47,0.72,0.28,0.09,0.14,0.28,0.51,Upgrade
Debt / FCF Ratio,0.60,0.32,0.57,5.51,1.20,0.51,0.21,0.13,0.12,0.32,0.34,Upgrade
Asset Turnover,0.46,0.48,0.54,0.58,0.51,0.50,0.52,0.61,0.54,0.40,0.31,Upgrade
Return on Equity (ROE),-5.10%,-6.80%,4.40%,3.90%,8.60%,23.50%,25.50%,28.20%,39.70%,39.60%,35.20%,Upgrade
Return on Assets (ROA),-0.60%,-0.90%,1.00%,1.00%,2.50%,7.10%,7.40%,8.90%,10.40%,7.90%,6.10%,Upgrade
Return on Capital (ROIC),-0.40%,-0.90%,1.50%,1.50%,3.70%,10.60%,14.10%,16.90%,20.60%,15.80%,12.80%,Upgrade
Earnings Yield,-3.24%,-6.89%,3.85%,4.04%,5.00%,8.83%,11.35%,9.99%,12.90%,10.42%,11.60%,Upgrade
FCF Yield,61.77%,98.94%,43.39%,2.60%,9.02%,16.86%,25.52%,11.38%,25.14%,16.29%,30.61%,Upgrade
Dividend Yield,4.83%,7.33%,4.55%,5.20%,2.84%,1.97%,2.62%,2.47%,2.74%,2.01%,2.45%,Upgrade
Payout Ratio,-154.00%,-106.90%,118.50%,128.30%,56.20%,21.70%,22.50%,24.20%,20.60%,18.40%,20.10%,Upgrade
Buyback Yield / Dilution,1.92%,1.78%,2.08%,6.60%,4.34%,0.06%,-0.45%,0.65%,-2.09%,6.95%,6.99%,Upgrade
Total Shareholder Return,6.78%,9.10%,6.63%,11.80%,7.18%,2.04%,2.18%,3.12%,0.65%,8.96%,9.44%,Upgrade
