Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Market Capitalization,"53,016","46,177","36,599","59,351","88,943","88,630","84,665","66,959","39,221","71,956","67,446",Upgrade
Market Cap Growth,-,26.17%,-38.34%,-33.27%,0.35%,4.68%,26.44%,70.72%,-45.49%,6.69%,-9.22%,Upgrade
Enterprise Value,"78,094","71,256","52,850","73,507","110,831","104,520","105,676","85,880","200,829","274,358","277,180",Upgrade
PE Ratio,8.96,8.22,7.62,16.33,13.12,13.81,12.09,10.08,6.02,8.89,9.70,Upgrade
PS Ratio,2.43,2.11,1.82,4.16,3.61,3.66,3.10,2.32,2.19,2.53,2.47,Upgrade
PB Ratio,1.67,1.45,1.33,2.16,2.60,2.51,2.13,1.82,1.38,1.93,1.91,Upgrade
P/FCF Ratio,2.20,1.91,3.84,5.31,10.55,12.09,12.48,6.26,-4.32,2.23,5.29,Upgrade
P/OCF Ratio,2.16,1.88,3.75,5.19,10.12,11.57,12.09,6.04,-4.49,2.14,4.90,Upgrade
EV/Sales Ratio,3.57,3.26,2.63,5.15,4.50,4.31,3.86,2.97,11.22,9.63,10.14,Upgrade
EV/EBITDA Ratio,8.13,7.41,5.53,20.15,10.64,10.12,8.59,6.01,30.40,20.23,23.85,Upgrade
EV/EBIT Ratio,8.97,8.19,6.01,25.08,11.63,11.11,9.31,6.46,34.10,21.77,26.06,Upgrade
EV/FCF Ratio,3.23,2.95,5.55,6.58,13.15,14.25,15.57,8.03,-22.13,8.51,21.76,Upgrade
Debt / Equity Ratio,1.00,1.00,0.88,0.84,0.86,0.72,0.67,0.67,5.85,5.61,6.15,Upgrade
Debt / EBITDA Ratio,3.31,3.31,2.54,6.32,2.83,2.47,2.17,1.72,25.17,15.41,18.65,Upgrade
Debt / FCF Ratio,1.32,1.32,2.54,2.06,3.50,3.47,3.93,2.30,-18.33,6.48,17.02,Upgrade
Asset Turnover,0.05,0.05,0.06,0.04,0.06,0.06,0.07,0.07,0.06,0.07,0.07,Upgrade
Return on Equity (ROE),18.50%,18.50%,18.10%,13.50%,19.80%,18.60%,18.40%,18.60%,24.30%,23.60%,20.60%,Upgrade
Return on Assets (ROA),1.40%,1.40%,1.30%,1.00%,1.70%,1.70%,1.70%,1.60%,2.10%,2.00%,1.70%,Upgrade
Return on Capital (ROIC),2.00%,2.00%,2.30%,0.80%,2.30%,2.40%,2.60%,2.60%,1.30%,2.10%,1.70%,Upgrade
Earnings Yield,10.59%,12.16%,13.13%,6.12%,7.62%,7.24%,8.27%,9.92%,16.62%,11.25%,10.31%,Upgrade
FCF Yield,45.55%,52.29%,26.03%,18.83%,9.48%,8.27%,8.02%,15.97%,-23.13%,44.79%,18.89%,Upgrade
Dividend Yield,4.44%,2.13%,2.24%,2.44%,4.19%,2.23%,1.65%,2.16%,3.61%,7.14%,7.72%,Upgrade
Payout Ratio,34.60%,34.60%,33.50%,78.30%,108.10%,60.50%,38.70%,42.40%,42.70%,125.20%,147.80%,Upgrade
Buyback Yield / Dilution,-,-,-,-,1.27%,0.11%,-,-,0.00%,-,Upgrade,
Total Shareholder Return,4.44%,2.13%,2.24%,2.44%,4.19%,3.50%,1.76%,2.16%,3.61%,7.14%,7.72%,Upgrade
