Year,Current,2022,2021
Market Capitalization,219,213,208
Market Cap Growth,-,2.68%,-
Enterprise Value,218,213,206
PE Ratio,48.62,46.93,-209.84
PB Ratio,-51.18,-51.18,-19.08
P/FCF Ratio,-135.87,-135.87,-136.43
P/OCF Ratio,-135.87,-135.87,-136.43
EV/EBITDA Ratio,43.79,42.68,-208.10
EV/EBIT Ratio,43.79,42.68,-208.10
EV/FCF Ratio,-135.46,-135.46,-135.30
Current Ratio,0.31,0.31,1.34
Return on Equity (ROE),-85.90%,-85.90%,25.60%
Return on Assets (ROA),2.60%,2.60%,-0.80%
Return on Capital (ROIC),2.90%,2.90%,-0.80%
Earnings Yield,2.08%,2.13%,-0.48%
FCF Yield,-0.72%,-0.74%,-0.73%
Buyback Yield / Dilution,-42.22%,-42.22%,-
Total Shareholder Return,-42.22%,-42.22%,-
