Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2009
Market Capitalization,116,516,"1,063",735,830,573,778,785,479,259,289,Upgrade
Market Cap Growth,-,-51.44%,44.61%,-11.40%,44.84%,-26.38%,-0.82%,63.75%,85.30%,-10.35%,-21.19%,Upgrade
Enterprise Value,"1,839","1,684","1,165","1,126","1,369","1,592","1,810","1,724","1,527",938,766,Upgrade
PE Ratio,2.20,7.76,9.21,9.19,47.39,14.32,11.29,13.50,11.60,11.62,12.12,Upgrade
PS Ratio,0.42,1.78,2.94,2.18,3.14,2.56,3.60,1.47,1.13,0.91,1.09,Upgrade
PB Ratio,0.20,0.92,1.49,1.02,1.22,0.78,1.11,1.25,1.03,0.86,1.09,Upgrade
P/FCF Ratio,3.09,2.44,6.25,-26.85,3.23,2.07,6.65,-11.40,-39.13,-0.70,1.03,Upgrade
P/OCF Ratio,2.65,2.37,6.15,-28.79,3.21,2.00,4.89,-17.52,57.67,-0.74,0.95,Upgrade
EV/Sales Ratio,6.81,5.81,3.22,3.34,5.18,7.12,8.37,3.22,3.60,3.29,2.90,Upgrade
EV/EBITDA Ratio,21.66,16.25,7.00,9.41,30.33,28.11,24.23,16.20,21.27,18.45,15.40,Upgrade
EV/EBIT Ratio,27.65,19.89,7.94,11.05,53.70,37.85,34.78,19.00,26.83,28.14,22.02,Upgrade
EV/FCF Ratio,50.17,7.96,6.85,-41.12,5.34,5.75,15.47,-25.05,-124.63,-2.54,2.72,Upgrade
Debt / Equity Ratio,3.66,2.21,0.23,0.63,0.88,1.46,1.57,1.58,2.32,2.35,1.92,Upgrade
Debt / EBITDA Ratio,24.76,11.97,1.00,3.75,13.23,19.02,14.79,9.33,15.05,13.96,10.28,Upgrade
Debt / FCF Ratio,57.36,5.86,0.98,-16.38,2.33,3.89,9.44,-14.43,-88.17,-1.93,1.82,Upgrade
Asset Turnover,0.03,0.03,0.05,0.05,0.04,0.03,0.03,0.09,0.09,0.09,0.09,Upgrade
Return on Equity (ROE),9.10%,11.60%,16.30%,11.50%,2.50%,5.60%,10.30%,10.10%,9.10%,7.70%,8.90%,Upgrade
Return on Assets (ROA),0.60%,0.80%,1.60%,1.10%,0.20%,0.60%,1.00%,1.00%,0.90%,0.70%,0.80%,Upgrade
Return on Capital (ROIC),0.60%,0.90%,2.00%,1.30%,0.30%,0.50%,0.70%,1.30%,1.00%,0.90%,1.10%,Upgrade
Earnings Yield,45.56%,12.89%,10.85%,10.88%,2.11%,6.99%,8.86%,7.41%,8.62%,8.61%,8.25%,Upgrade
FCF Yield,32.33%,40.97%,16.00%,-3.72%,30.91%,48.36%,15.03%,-8.77%,-2.56%,-142.48%,97.46%,Upgrade
Dividend Yield,18.46%,5.16%,1.99%,1.88%,-,-,-,-,-,0.64%,1.69%,Upgrade
Payout Ratio,50.50%,39.90%,18.10%,17.10%,0.00%,0.00%,0.00%,0.00%,0.00%,7.30%,20.00%,Upgrade
Buyback Yield / Dilution,5.15%,9.94%,8.38%,10.45%,5.14%,-0.28%,-9.05%,-17.97%,-40.76%,-1.10%,-7.71%,Upgrade
Total Shareholder Return,24.19%,15.11%,10.37%,12.34%,5.14%,-0.28%,-9.05%,-17.97%,-40.76%,-0.46%,-6.01%,Upgrade
