Year,Current,2022,2021
Market Capitalization,451,439,433
Market Cap Growth,-,1.33%,-
Enterprise Value,99,89,431
PE Ratio,12.60,36.92,57.86
PB Ratio,-40.48,-43.99,-23.65
P/FCF Ratio,-372.11,-294.80,-321.46
P/OCF Ratio,-372.11,-294.80,-321.46
EV/EBITDA Ratio,8.27,7.23,57.54
EV/EBIT Ratio,8.27,7.23,57.54
EV/FCF Ratio,-78.67,-59.99,-319.65
Current Ratio,30.27,31.76,7.11
Return on Equity (ROE),-96.20%,-98.00%,-45.40%
Return on Assets (ROA),3.00%,3.40%,2.90%
Return on Capital (ROIC),3.50%,3.70%,2.90%
Earnings Yield,2.36%,2.71%,1.73%
FCF Yield,-0.27%,-0.34%,-0.31%
Buyback Yield / Dilution,-45.24%,-,
Total Shareholder Return,-45.24%,-,
