Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Market Capitalization,95,108,134,115,162,213,236,203,124,106,103,Upgrade
Market Cap Growth,-,-19.28%,16.28%,-29.00%,-24.01%,-9.75%,16.58%,62.93%,17.49%,3.26%,17.74%,Upgrade
Enterprise Value,106,120,71,-13,152,194,220,186,103,67,67,Upgrade
PE Ratio,7.44,8.56,10.16,8.99,15.22,30.15,27.97,23.82,15.79,13.76,14.37,Upgrade
PS Ratio,1.93,2.23,2.75,2.53,4.06,5.67,6.57,5.83,3.84,3.39,3.39,Upgrade
PB Ratio,1.70,1.96,1.59,1.42,2.26,3.31,4.03,3.60,2.32,2.06,2.06,Upgrade
P/FCF Ratio,3.30,3.81,5.21,-14.26,31.00,15.35,29.98,34.32,11.48,3114.34,6.20,Upgrade
P/OCF Ratio,3.22,3.72,4.58,-16.29,13.92,12.72,23.95,26.52,9.47,48.04,5.75,Upgrade
EV/Sales Ratio,2.18,2.48,1.46,-0.29,3.79,5.17,6.12,5.34,3.19,2.14,2.23,Upgrade
EV/EBITDA Ratio,6.19,7.03,4.00,-0.77,10.66,19.98,16.36,14.80,8.76,6.20,6.70,Upgrade
EV/EBIT Ratio,6.92,7.86,4.48,-0.87,12.14,23.31,18.26,16.70,9.80,6.93,7.49,Upgrade
EV/FCF Ratio,3.72,4.23,2.76,1.64,28.99,14.00,27.92,31.41,9.52,1970.87,4.08,Upgrade
Debt / Equity Ratio,1.01,1.20,0.19,0.09,0.66,0.43,0.54,0.56,0.18,0.29,0.27,Upgrade
Debt / EBITDA Ratio,3.50,3.88,0.91,0.41,3.32,2.86,2.35,2.52,0.81,1.40,1.31,Upgrade
Debt / FCF Ratio,3.92,2.33,0.63,-0.89,9.02,2.00,4.01,5.35,0.88,444.65,0.80,Upgrade
Asset Turnover,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),23.30%,21.50%,16.00%,16.60%,15.30%,11.60%,14.40%,15.20%,14.80%,14.90%,15.20%,Upgrade
Return on Assets (ROA),1.00%,1.00%,1.20%,1.30%,1.30%,0.90%,1.20%,1.30%,1.30%,1.30%,1.30%,Upgrade
Return on Capital (ROIC),1.20%,1.20%,1.50%,1.70%,1.50%,1.10%,1.70%,1.70%,1.70%,1.70%,1.70%,Upgrade
Earnings Yield,13.48%,11.68%,9.84%,11.13%,6.57%,3.32%,3.58%,4.20%,6.33%,7.27%,6.96%,Upgrade
FCF Yield,30.30%,26.26%,19.19%,-7.01%,3.23%,6.52%,3.34%,2.91%,8.71%,0.03%,16.12%,Upgrade
Dividend Yield,6.84%,5.83%,4.43%,4.98%,3.42%,2.51%,2.19%,2.44%,3.87%,4.38%,4.39%,Upgrade
Payout Ratio,48.30%,49.80%,44.90%,44.80%,52.10%,75.90%,61.40%,58.10%,61.00%,60.10%,63.10%,Upgrade
Buyback Yield / Dilution,-0.29%,-0.29%,-0.22%,-0.14%,-0.07%,-0.08%,-0.06%,-0.05%,0.03%,-0.00%,-0.03%,Upgrade
Total Shareholder Return,6.55%,5.54%,4.21%,4.84%,3.35%,2.44%,2.13%,2.39%,3.90%,4.38%,4.37%,Upgrade
