Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,221,288,272,185,245,223,209,147,105,79,58,Upgrade
Market Cap Growth,-,5.83%,46.86%,-24.42%,9.83%,6.65%,42.76%,39.57%,33.04%,36.64%,23.45%,Upgrade
Enterprise Value,476,567,78,176,381,298,344,172,124,90,81,Upgrade
PE Ratio,5.77,7.49,7.54,7.84,10.37,10.19,16.24,11.11,11.00,12.33,14.01,Upgrade
PS Ratio,2.26,3.07,3.06,2.64,3.77,3.68,3.99,3.05,2.55,2.31,1.83,Upgrade
PB Ratio,0.91,1.21,1.32,1.07,1.53,1.61,1.77,1.38,1.34,1.13,1.01,Upgrade
P/FCF Ratio,4.65,7.00,8.71,8.52,7.15,6.02,16.18,-181.79,51.75,7.10,8.69,Upgrade
P/OCF Ratio,4.49,6.75,8.37,8.31,7.39,5.79,14.49,16.69,35.25,6.74,5.05,Upgrade
EV/Sales Ratio,4.92,6.03,0.88,2.51,5.85,4.91,6.56,3.58,3.02,2.62,2.55,Upgrade
EV/EBITDA Ratio,8.68,10.46,1.56,5.34,11.92,10.20,14.55,8.12,8.35,8.20,9.04,Upgrade
EV/EBIT Ratio,8.94,11.02,1.62,5.67,12.56,10.92,15.36,8.41,8.66,9.38,10.53,Upgrade
EV/FCF Ratio,10.10,13.76,2.49,8.11,11.09,8.04,26.62,-213.28,61.26,8.06,12.15,Upgrade
Debt / Equity Ratio,1.60,1.64,0.24,1.21,1.83,1.59,2.42,1.24,1.37,2.00,2.14,Upgrade
Debt / EBITDA Ratio,7.00,7.26,1.01,6.37,9.18,7.53,12.05,6.19,7.21,12.84,13.68,Upgrade
Debt / FCF Ratio,8.15,9.55,1.61,9.66,8.55,5.94,22.05,-162.71,52.91,12.63,18.40,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),17.00%,17.00%,18.70%,14.00%,15.50%,16.80%,11.30%,14.60%,12.70%,9.90%,6.40%,Upgrade
Return on Assets (ROA),1.70%,1.70%,1.80%,1.30%,1.40%,1.40%,1.00%,1.20%,0.90%,0.70%,0.50%,Upgrade
Return on Capital (ROIC),2.10%,2.20%,2.50%,1.60%,1.80%,1.70%,1.60%,1.80%,1.30%,1.00%,0.90%,Upgrade
Earnings Yield,18.08%,13.34%,13.26%,12.75%,9.64%,9.81%,6.16%,9.00%,9.09%,8.11%,7.14%,Upgrade
FCF Yield,21.51%,14.29%,11.49%,11.74%,13.99%,16.60%,6.18%,-0.55%,1.93%,14.08%,11.51%,Upgrade
Dividend Yield,2.11%,1.60%,1.39%,1.87%,1.39%,1.32%,1.18%,1.10%,1.13%,1.01%,0.40%,Upgrade
Payout Ratio,12.00%,11.70%,10.40%,14.50%,14.20%,13.20%,18.90%,12.00%,12.30%,12.20%,5.40%,Upgrade
Buyback Yield / Dilution,-0.21%,-1.51%,2.48%,1.95%,-1.04%,-1.55%,-12.30%,-2.03%,-7.35%,-1.73%,-0.21%,Upgrade
Total Shareholder Return,1.91%,0.09%,3.87%,3.82%,0.36%,-0.23%,-11.12%,-0.93%,-6.22%,-0.72%,0.20%,Upgrade
