Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,"3,815","4,907","7,243","5,141","4,768","3,907","2,983","2,986","1,990","1,914","2,114",Upgrade
Market Cap Growth,-,-32.26%,40.89%,7.82%,22.05%,30.95%,-0.09%,50.02%,3.98%,-9.45%,72.10%,Upgrade
Enterprise Value,"4,002","5,219","7,386","4,842","4,867","4,125","2,941","3,174","2,330","2,011","2,334",Upgrade
PE Ratio,16.03,20.93,31.83,25.45,28.93,25.94,24.79,28.50,19.83,21.38,26.81,Upgrade
PS Ratio,7.46,9.52,14.10,10.93,12.09,10.59,9.29,9.90,7.08,7.46,9.17,Upgrade
PB Ratio,2.78,3.88,4.12,3.06,3.89,3.71,3.23,3.56,2.47,2.81,3.60,Upgrade
P/FCF Ratio,12.01,15.86,21.63,26.27,24.32,23.04,16.38,20.75,21.16,16.13,20.47,Upgrade
P/OCF Ratio,11.45,15.15,20.51,24.40,23.55,20.97,15.68,18.58,18.25,14.57,19.24,Upgrade
EV/Sales Ratio,7.82,10.12,14.38,10.30,12.34,11.18,9.16,10.52,8.28,7.84,10.12,Upgrade
EV/EBITDA Ratio,13.73,17.77,25.91,18.98,23.21,21.63,18.37,21.52,16.30,15.73,20.62,Upgrade
EV/EBIT Ratio,14.35,18.58,27.16,19.98,24.58,23.15,19.98,23.35,17.67,16.96,22.32,Upgrade
EV/FCF Ratio,12.59,16.87,22.06,24.75,24.83,24.33,16.14,22.05,24.77,16.95,22.60,Upgrade
Debt / Equity Ratio,0.46,0.51,0.38,0.26,0.31,0.44,0.36,0.53,0.76,0.54,0.79,Upgrade
Debt / EBITDA Ratio,2.17,2.19,2.35,1.69,1.82,2.46,2.07,3.02,4.31,2.87,4.10,Upgrade
Debt / FCF Ratio,1.99,2.08,2.00,2.20,1.95,2.76,1.82,3.10,6.55,3.09,4.49,Upgrade
Asset Turnover,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),18.10%,18.00%,13.20%,12.60%,14.00%,15.00%,13.50%,12.30%,13.40%,13.80%,13.70%,Upgrade
Return on Assets (ROA),1.80%,1.80%,1.80%,1.90%,2.00%,2.00%,1.70%,1.60%,1.60%,1.60%,1.60%,Upgrade
Return on Capital (ROIC),2.10%,2.10%,2.30%,2.40%,2.50%,2.30%,2.10%,2.00%,2.00%,2.10%,2.10%,Upgrade
Earnings Yield,6.06%,4.78%,3.14%,3.93%,3.46%,3.86%,4.03%,3.51%,5.04%,4.68%,3.73%,Upgrade
FCF Yield,8.33%,6.30%,4.62%,3.81%,4.11%,4.34%,6.11%,4.82%,4.73%,6.20%,4.88%,Upgrade
Dividend Yield,2.63%,1.92%,1.14%,1.41%,1.32%,1.42%,1.66%,1.55%,2.06%,1.84%,1.56%,Upgrade
Payout Ratio,42.00%,40.20%,36.20%,35.90%,38.10%,36.90%,41.20%,44.00%,40.00%,39.30%,41.60%,Upgrade
Buyback Yield / Dilution,-0.07%,-0.12%,-0.25%,-4.62%,-0.30%,-2.26%,-0.25%,-0.13%,-2.98%,-0.17%,-1.55%,Upgrade
Total Shareholder Return,2.57%,1.80%,0.89%,-3.21%,1.03%,-0.84%,1.42%,1.41%,-0.92%,1.67%,0.01%,Upgrade
