Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,"2,631","2,626","2,055","1,911","2,215","2,334","1,552","1,899","1,856","4,222","7,676",Upgrade
Market Cap Growth,-,27.78%,7.52%,-13.73%,-5.07%,50.32%,-18.24%,2.33%,-56.05%,-45.00%,107.81%,Upgrade
Enterprise Value,"2,448","2,438","2,383","2,753","2,462","4,378","3,251","3,679","2,560","6,389","10,903",Upgrade
PE Ratio,5.39,4.31,2.27,10.74,6.46,19.61,1.90,-6.85,-3.02,-3.39,13.71,Upgrade
PS Ratio,0.35,0.35,0.26,0.23,0.29,0.30,0.21,0.23,0.22,0.48,0.89,Upgrade
PB Ratio,0.35,0.34,0.13,0.13,0.16,0.19,0.12,0.15,0.14,0.28,0.53,Upgrade
P/FCF Ratio,2.25,2.50,4.70,0.98,1.07,1.43,0.61,1.01,1.17,1.73,5.49,Upgrade
P/OCF Ratio,2.25,2.50,4.70,0.98,1.07,1.43,0.61,1.01,1.17,1.73,5.49,Upgrade
EV/Sales Ratio,0.33,0.32,0.30,0.33,0.32,0.55,0.43,0.44,0.30,0.73,1.26,Upgrade
EV/EBITDA Ratio,2.88,2.56,1.80,4.57,3.45,9.84,4.80,8.80,-12.49,-7.06,8.24,Upgrade
EV/EBIT Ratio,2.88,2.56,1.80,4.57,3.45,9.84,4.80,8.80,-12.49,-7.06,8.24,Upgrade
EV/FCF Ratio,2.11,2.32,5.45,1.40,1.18,2.68,1.27,1.97,1.61,2.62,7.79,Upgrade
Debt / Equity Ratio,0.22,0.21,0.12,0.22,0.25,0.32,0.34,0.36,0.52,0.46,0.52,Upgrade
Debt / EBITDA Ratio,1.88,1.69,1.43,5.64,5.03,9.03,6.76,10.92,-32.53,-7.53,5.62,Upgrade
Debt / FCF Ratio,1.38,1.54,4.35,1.74,1.73,2.46,1.79,2.44,4.19,2.79,5.32,Upgrade
Asset Turnover,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,Upgrade
Return on Equity (ROE),5.80%,5.60%,6.00%,1.20%,2.50%,0.90%,6.20%,-2.00%,-4.40%,-8.00%,3.70%,Upgrade
Return on Assets (ROA),0.60%,0.70%,0.90%,0.20%,0.30%,0.10%,0.80%,-0.30%,-0.60%,-1.10%,0.50%,Upgrade
Return on Capital (ROIC),1.00%,1.10%,1.30%,0.60%,0.70%,0.40%,0.60%,0.40%,-0.20%,-0.80%,1.20%,Upgrade
Earnings Yield,20.08%,23.19%,43.99%,9.31%,15.48%,5.10%,52.63%,-14.59%,-33.14%,-29.47%,7.30%,Upgrade
FCF Yield,44.54%,39.95%,21.27%,102.56%,93.85%,69.98%,164.52%,98.59%,85.74%,57.75%,18.23%,Upgrade
Buyback Yield / Dilution,3.34%,0.72%,-0.61%,-0.37%,-1.86%,0.20%,-0.62%,-0.18%,-0.20%,0.46%,-0.87%,Upgrade
Total Shareholder Return,3.34%,0.72%,-0.61%,-0.37%,-1.86%,0.20%,-0.62%,-0.18%,-0.20%,0.46%,-0.87%,Upgrade
