Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Market Capitalization,255,374,504,361,514,409,486,497,397,355,341,Upgrade
Market Cap Growth,-,-25.83%,39.57%,-29.73%,25.48%,-15.78%,-2.19%,25.05%,12.05%,3.91%,32.85%,Upgrade
Enterprise Value,349,522,528,346,715,815,872,796,669,631,619,Upgrade
PE Ratio,4.77,6.78,6.61,9.79,10.83,10.75,15.16,16.31,14.78,12.71,14.18,Upgrade
PS Ratio,1.24,1.87,2.40,2.33,3.17,2.72,3.63,3.86,3.36,3.19,3.18,Upgrade
PB Ratio,0.59,0.92,1.00,0.77,1.17,1.03,1.27,1.55,1.35,1.27,1.34,Upgrade
P/FCF Ratio,2.83,2.98,7.92,9.21,9.50,6.57,12.61,12.72,11.16,11.86,10.10,Upgrade
P/OCF Ratio,2.59,2.80,6.90,8.30,8.90,6.28,10.50,10.64,9.22,10.06,9.17,Upgrade
EV/Sales Ratio,1.74,2.61,2.52,2.23,4.41,5.42,6.51,6.18,5.66,5.67,5.76,Upgrade
EV/EBITDA Ratio,4.36,6.21,4.77,6.06,10.26,13.94,16.47,14.94,14.10,13.49,13.27,Upgrade
EV/EBIT Ratio,5.18,7.36,5.44,7.57,12.04,16.46,20.06,18.04,17.22,16.19,16.32,Upgrade
EV/FCF Ratio,3.97,4.17,8.31,8.83,13.23,13.09,22.63,20.37,18.80,21.11,18.31,Upgrade
Debt / Equity Ratio,0.57,0.69,0.21,0.17,0.72,1.28,1.27,1.16,1.13,1.20,1.32,Upgrade
Debt / EBITDA Ratio,3.00,3.32,0.94,1.38,4.52,8.70,9.17,6.95,7.00,7.15,7.23,Upgrade
Debt / FCF Ratio,2.73,2.23,1.63,2.01,5.82,8.17,12.59,9.48,9.33,11.20,9.98,Upgrade
Asset Turnover,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),12.70%,13.20%,15.60%,8.10%,11.10%,9.80%,9.00%,9.50%,9.30%,10.20%,9.60%,Upgrade
Return on Assets (ROA),0.90%,1.00%,1.40%,0.80%,1.10%,0.90%,0.80%,0.80%,0.80%,0.90%,0.80%,Upgrade
Return on Capital (ROIC),1.20%,1.30%,1.90%,1.00%,1.30%,1.10%,1.00%,1.20%,1.10%,1.20%,1.30%,Upgrade
Earnings Yield,20.99%,14.75%,15.14%,10.22%,9.23%,9.30%,6.60%,6.13%,6.76%,7.87%,7.05%,Upgrade
FCF Yield,35.35%,33.52%,12.62%,10.86%,10.53%,15.22%,7.93%,7.86%,8.96%,8.43%,9.90%,Upgrade
Dividend Yield,8.86%,4.80%,3.42%,4.63%,3.12%,3.74%,2.64%,2.36%,2.85%,3.03%,2.99%,Upgrade
Payout Ratio,34.40%,32.40%,22.50%,45.20%,33.70%,40.20%,39.90%,38.40%,41.90%,38.30%,42.30%,Upgrade
Buyback Yield / Dilution,0.97%,2.92%,0.78%,-0.20%,-0.47%,-5.77%,-4.10%,-2.52%,-1.36%,-1.18%,-0.24%,Upgrade
Total Shareholder Return,10.00%,7.73%,4.20%,4.43%,2.65%,-2.03%,-1.46%,-0.16%,1.49%,1.85%,2.75%,Upgrade
