Year,Current,2022,2021
Market Capitalization,89,348,337
Market Cap Growth,-,3.22%,-
Enterprise Value,90,349,337
PE Ratio,32.66,31.28,28.35
PB Ratio,-31.34,-31.34,-17.34
P/FCF Ratio,-231.21,-231.21,-285.93
P/OCF Ratio,-231.21,-231.21,-285.93
EV/EBITDA Ratio,7.58,29.37,28.35
EV/EBIT Ratio,7.58,29.37,28.35
EV/FCF Ratio,-231.60,-231.60,-285.99
Debt / Equity Ratio,-0.06,-0.06,-0.01
Debt / EBITDA Ratio,0.05,0.05,0.01
Debt / FCF Ratio,-0.43,-0.43,-0.12
Current Ratio,0.13,0.13,1.07
Return on Equity (ROE),-93.90%,-93.90%,-141.20%
Return on Assets (ROA),5.20%,5.20%,4.30%
Return on Capital (ROIC),5.60%,5.60%,4.30%
Earnings Yield,12.46%,3.20%,3.53%
FCF Yield,-1.68%,-0.43%,-0.35%
Buyback Yield / Dilution,-4.14%,-4.14%,-
Total Shareholder Return,-4.14%,-4.14%,-
