Year,Current,2022,2021
Market Capitalization,338,332,326
Market Cap Growth,-,1.72%,-
Enterprise Value,337,332,325
PE Ratio,25.68,25.01,50.86
PB Ratio,-32.63,-32.63,-16.44
P/FCF Ratio,-339.36,-339.36,-368.04
P/OCF Ratio,-339.36,-339.36,-368.04
EV/EBITDA Ratio,25.40,24.97,50.62
EV/EBIT Ratio,25.40,24.97,50.62
EV/FCF Ratio,-338.83,-338.83,-366.36
Current Ratio,1.24,1.24,10.43
Return on Equity (ROE),-101.60%,-101.60%,-
Return on Assets (ROA),5.00%,5.00%,-
Return on Capital (ROIC),5.00%,5.00%,-
Earnings Yield,3.93%,4.00%,1.97%
FCF Yield,-0.29%,-0.29%,-0.27%
Buyback Yield / Dilution,-202.92%,-202.92%,-
Total Shareholder Return,-202.92%,-202.92%,-
