Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,"18,354","21,328","18,990","9,980","11,449","13,429","12,159","8,247","7,146","7,569","5,827",Upgrade
Market Cap Growth,-,12.31%,90.29%,-12.83%,-14.74%,10.44%,47.43%,15.41%,-5.59%,29.89%,15.20%,Upgrade
Enterprise Value,"8,975","10,464","3,613","7,773","8,691","10,358","8,519","9,400","6,744","7,504","4,873",Upgrade
PE Ratio,11.38,14.17,13.54,12.20,11.07,15.67,19.12,15.58,14.23,15.76,15.87,Upgrade
PS Ratio,1.63,1.94,1.95,1.25,1.48,1.85,1.91,1.53,1.37,1.56,1.30,Upgrade
PB Ratio,1.83,2.26,2.30,1.40,1.74,2.11,2.18,1.68,1.58,1.83,1.59,Upgrade
P/FCF Ratio,-7.62,-1122.52,2.89,2.53,26.08,17.91,-38.60,-11.87,8.67,16.92,9.93,Upgrade
P/OCF Ratio,-7.98,296.22,2.86,2.45,19.84,15.19,-97.27,-14.39,7.95,14.91,8.83,Upgrade
EV/Sales Ratio,0.80,0.95,0.37,0.97,1.12,1.42,1.34,1.74,1.30,1.54,1.09,Upgrade
EV/EBITDA Ratio,3.74,4.83,1.88,6.64,5.84,7.35,8.44,10.77,7.78,9.24,7.73,Upgrade
EV/EBIT Ratio,4.01,5.17,2.02,7.39,6.32,7.90,9.21,11.74,8.45,10.03,8.64,Upgrade
EV/FCF Ratio,-4.07,-550.73,0.55,1.97,19.80,13.81,-27.04,-13.52,8.18,16.77,8.30,Upgrade
Debt / Equity Ratio,0.40,0.40,0.38,0.45,0.49,0.45,0.63,0.57,0.49,0.52,0.45,Upgrade
Debt / EBITDA Ratio,1.68,1.75,1.65,2.72,2.16,2.04,3.47,3.21,2.54,2.63,2.60,Upgrade
Debt / FCF Ratio,-1.52,-199.74,0.48,0.81,7.32,3.83,-11.13,-4.03,2.67,4.77,2.80,Upgrade
Asset Turnover,0.14,0.14,0.17,0.18,0.20,0.20,0.19,0.19,0.21,0.21,0.20,Upgrade
Return on Equity (ROE),17.20%,16.60%,18.10%,11.80%,16.20%,14.20%,12.00%,11.20%,11.40%,12.10%,10.40%,Upgrade
Return on Assets (ROA),2.10%,2.00%,2.50%,1.80%,2.70%,2.30%,1.90%,1.80%,2.00%,2.10%,1.60%,Upgrade
Return on Capital (ROIC),3.10%,2.90%,3.50%,2.70%,4.00%,3.80%,2.90%,2.80%,3.30%,3.40%,2.60%,Upgrade
Earnings Yield,9.10%,7.06%,7.39%,8.20%,9.03%,6.38%,5.23%,6.42%,7.03%,6.34%,6.30%,Upgrade
FCF Yield,-14.39%,-0.09%,34.61%,39.57%,3.83%,5.58%,-2.59%,-8.43%,11.54%,5.91%,10.07%,Upgrade
Dividend Yield,1.75%,1.37%,1.16%,2.08%,1.71%,1.22%,1.06%,1.40%,1.47%,1.22%,1.35%,Upgrade
Payout Ratio,23.90%,19.00%,15.30%,24.90%,18.60%,18.70%,19.90%,21.50%,20.50%,18.80%,21.20%,Upgrade
Buyback Yield / Dilution,-2.91%,-1.94%,-0.43%,2.64%,3.23%,-1.50%,-1.44%,0.98%,-1.64%,-2.17%,-6.64%,Upgrade
Total Shareholder Return,-1.15%,-0.57%,0.73%,4.72%,4.94%,-0.28%,-0.38%,2.38%,-0.17%,-0.95%,-5.29%,Upgrade
