Year,Current,2022,2021
Market Capitalization,328,320,313
Market Cap Growth,-,2.34%,-
Enterprise Value,328,321,313
PE Ratio,114.33,117.08,-583.59
PB Ratio,-42.91,-42.91,-47.45
P/FCF Ratio,-961.90,-961.90,-264.20
P/OCF Ratio,-961.90,-961.90,-264.20
EV/EBITDA Ratio,119.88,117.09,-582.75
EV/EBIT Ratio,119.88,117.09,-582.75
EV/FCF Ratio,-961.96,-961.96,-263.81
Debt / Equity Ratio,-0.02,-0.02,0.00
Debt / EBITDA Ratio,0.05,0.05,-0.02
Debt / FCF Ratio,-0.45,-0.45,-0.01
Current Ratio,2.52,2.52,8.37
Return on Equity (ROE),-38.30%,-38.30%,16.70%
Return on Assets (ROA),1.10%,1.10%,-0.40%
Return on Capital (ROIC),1.10%,1.10%,-0.40%
Earnings Yield,0.83%,0.85%,-0.17%
FCF Yield,-0.10%,-0.10%,-0.38%
Buyback Yield / Dilution,-52.19%,-52.19%,-
Total Shareholder Return,-52.19%,-52.19%,-
