Year,Current,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1996
Market Capitalization,6,18,24,33,34,45,57,53,61,71,67,Upgrade
Market Cap Growth,-,-24.40%,-27.80%,-1.26%,-25.38%,-20.47%,7.16%,-12.90%,-13.63%,5.00%,4.74%,Upgrade
Enterprise Value,-8,3,20,28,29,36,44,45,61,70,67,Upgrade
PE Ratio,-0.49,-3.22,-1.12,-10.73,-10.68,-5.20,-40.63,-45.01,72.22,117.23,34.50,Upgrade
PS Ratio,0.38,0.50,0.74,1.07,1.01,1.23,1.62,1.60,2.01,2.27,2.06,Upgrade
PB Ratio,0.33,0.66,0.69,0.61,0.61,0.76,0.83,0.76,0.85,1.00,0.96,Upgrade
P/FCF Ratio,-0.18,-2.23,-7.41,-7.84,-15.20,-6.24,-29.19,-38.34,38.49,-5.15,-34.05,Upgrade
P/OCF Ratio,-0.18,-2.43,-9.91,-10.57,-15.89,-6.46,-40.48,-1074.84,24.76,-17.23,-55.51,Upgrade
EV/Sales Ratio,-0.45,0.07,0.62,0.88,0.86,0.98,1.23,1.35,2.00,2.26,2.05,Upgrade
EV/EBITDA Ratio,0.60,-0.56,-1.17,-10.30,-8.57,-3.85,-26.71,-32.27,33.12,45.47,22.46,Upgrade
EV/EBIT Ratio,0.56,-0.50,-1.12,-8.51,-7.37,-3.64,-20.60,-25.93,46.91,56.73,23.55,Upgrade
EV/FCF Ratio,0.20,-0.32,-6.20,-6.49,-12.99,-4.95,-22.28,-32.39,38.29,-5.13,-33.97,Upgrade
Asset Turnover,0.14,0.27,0.25,0.25,0.27,0.27,0.25,0.24,0.23,0.23,0.22,Upgrade
Return on Equity (ROE),-58.60%,-17.30%,-47.50%,-5.50%,-5.60%,-13.70%,-2.00%,-1.70%,1.20%,0.90%,2.60%,Upgrade
Return on Assets (ROA),-12.10%,-4.30%,-16.30%,-2.40%,-2.50%,-6.40%,-1.00%,-0.90%,0.60%,0.40%,1.30%,Upgrade
Return on Capital (ROIC),-13.30%,-4.30%,-14.20%,-2.60%,-3.20%,-7.70%,-1.50%,-1.30%,1.00%,0.90%,2.00%,Upgrade
Earnings Yield,-220.54%,-31.09%,-89.03%,-9.32%,-9.36%,-19.23%,-2.46%,-2.22%,1.38%,0.85%,2.90%,Upgrade
FCF Yield,-589.48%,-44.91%,-13.49%,-12.75%,-6.58%,-16.03%,-3.43%,-2.61%,2.60%,-19.40%,-2.94%,Upgrade
Dividend Yield,-,-,-,-,-,-,-,-,-,9.53%,Upgrade,
Payout Ratio,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,324.30%,Upgrade
Buyback Yield / Dilution,0.02%,0.02%,0.00%,0.00%,0.01%,0.52%,0.21%,-0.04%,0.16%,0.10%,Upgrade,
Total Shareholder Return,0.02%,0.02%,0.00%,0.00%,0.01%,0.52%,0.21%,-0.04%,0.16%,9.64%,Upgrade,
