Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"1,896","2,792","2,384","2,262","2,294","1,189","1,502","1,452",966,723,686,Upgrade
Market Cap Growth,-,17.12%,5.40%,-1.39%,92.90%,-20.82%,3.45%,50.29%,33.68%,5.32%,85.92%,Upgrade
Enterprise Value,"1,931","2,682","1,091",948,"2,212","1,268","1,716","1,897","1,338",882,"1,106",Upgrade
PE Ratio,6.93,12.56,8.78,19.71,15.42,8.83,29.89,22.66,18.05,13.44,15.16,Upgrade
PS Ratio,2.08,3.19,3.24,4.40,3.78,3.00,4.48,5.08,3.88,3.30,3.35,Upgrade
PB Ratio,0.82,1.27,1.23,1.26,1.24,1.45,2.07,2.11,1.66,1.48,1.79,Upgrade
P/FCF Ratio,4.25,5.90,19.95,280.93,30.29,9.13,12.27,20.65,14.68,11.45,12.59,Upgrade
P/OCF Ratio,4.19,5.81,18.97,149.39,25.53,8.77,11.54,18.11,13.02,10.65,11.96,Upgrade
EV/Sales Ratio,2.12,3.07,1.48,1.85,3.64,3.20,5.12,6.64,5.37,4.03,5.40,Upgrade
EV/EBITDA Ratio,4.51,7.43,2.76,5.14,9.02,6.97,14.28,17.72,14.54,11.06,13.86,Upgrade
EV/EBIT Ratio,5.11,8.93,3.05,6.47,11.33,7.43,15.82,19.53,15.96,12.16,15.18,Upgrade
EV/FCF Ratio,4.33,5.67,9.13,117.73,29.20,9.74,14.01,26.99,20.33,13.98,20.28,Upgrade
Debt / Equity Ratio,0.49,0.33,0.12,0.19,0.26,0.85,1.29,1.84,1.61,1.37,2.36,Upgrade
Debt / EBITDA Ratio,2.66,2.01,0.61,1.85,2.00,3.84,7.81,11.84,10.14,8.37,11.33,Upgrade
Debt / FCF Ratio,2.55,1.54,2.00,42.31,6.46,5.37,7.66,18.03,14.18,10.58,16.58,Upgrade
Asset Turnover,0.05,0.04,0.05,0.04,0.05,0.06,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),12.60%,9.70%,14.50%,6.30%,8.10%,17.20%,6.90%,9.90%,10.20%,11.90%,11.50%,Upgrade
Return on Assets (ROA),1.40%,1.10%,1.80%,0.80%,1.20%,1.90%,0.70%,1.00%,1.00%,1.10%,1.00%,Upgrade
Return on Capital (ROIC),2.00%,1.60%,2.80%,1.20%,1.70%,2.40%,1.60%,1.50%,1.50%,1.40%,1.50%,Upgrade
Earnings Yield,14.82%,7.96%,11.39%,5.07%,6.49%,11.33%,3.35%,4.41%,5.54%,7.44%,6.59%,Upgrade
FCF Yield,23.53%,16.95%,5.01%,0.36%,3.30%,10.95%,8.15%,4.84%,6.81%,8.73%,7.95%,Upgrade
Dividend Yield,1.95%,1.24%,1.02%,1.07%,1.07%,1.11%,0.63%,0.54%,0.65%,0.66%,0.62%,Upgrade
Payout Ratio,13.00%,16.00%,8.90%,21.10%,15.60%,9.80%,18.80%,11.80%,11.20%,8.60%,9.40%,Upgrade
Buyback Yield / Dilution,5.98%,-29.47%,5.62%,3.35%,-66.24%,0.07%,-0.21%,-4.93%,-5.88%,-6.20%,-1.31%,Upgrade
Total Shareholder Return,7.92%,-28.24%,6.64%,4.42%,-65.17%,1.17%,0.42%,-4.39%,-5.23%,-5.53%,-0.70%,Upgrade
