Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,214,232,368,251,185,179,410,668,874,"1,900","7,531",Upgrade
Market Cap Growth,-,-36.88%,46.48%,35.97%,2.89%,-56.19%,-38.71%,-23.53%,-54.00%,-74.77%,61.28%,Upgrade
Enterprise Value,"11,046","10,678","10,395","8,624","8,065","8,604","7,194","6,731","6,398","8,203","12,762",Upgrade
PE Ratio,-2.81,9.03,20.32,-6.24,-1.30,-2.54,-3.20,-3.35,-3.54,-4.02,25.24,Upgrade
PS Ratio,0.22,0.24,0.35,0.26,0.16,0.17,0.34,0.48,0.50,0.90,3.70,Upgrade
PB Ratio,0.51,0.51,0.77,0.60,0.45,0.32,0.75,1.02,1.03,1.83,4.16,Upgrade
P/FCF Ratio,-0.92,1.35,-0.78,0.95,1.19,0.66,1.02,1.68,1.61,5.57,8.80,Upgrade
P/OCF Ratio,-0.93,1.34,-0.79,0.96,1.22,0.66,1.00,1.59,1.50,5.39,8.52,Upgrade
EV/Sales Ratio,11.22,11.19,9.90,8.98,7.18,8.09,6.02,4.85,3.67,3.89,6.26,Upgrade
EV/EBITDA Ratio,28.35,22.21,27.94,29.55,20.59,37.08,29.17,29.12,13.60,22.13,12.10,Upgrade
EV/EBIT Ratio,29.53,22.92,28.79,31.61,22.42,42.01,32.74,32.70,18.17,83.40,17.06,Upgrade
EV/FCF Ratio,-49.69,61.90,-22.11,32.79,52.11,31.50,17.85,16.88,11.76,24.05,14.91,Upgrade
Debt / Equity Ratio,26.64,23.47,21.59,21.02,20.32,15.90,13.00,9.68,6.79,6.19,2.98,Upgrade
Debt / EBITDA Ratio,28.46,22.30,27.66,29.91,21.38,38.02,28.73,27.34,12.29,17.36,5.13,Upgrade
Debt / FCF Ratio,-49.92,62.15,-21.89,33.20,54.10,32.30,17.58,15.85,10.62,18.86,6.32,Upgrade
Asset Turnover,0.08,0.08,0.09,0.09,0.11,0.12,0.15,0.18,0.22,0.26,0.30,Upgrade
Return on Equity (ROE),-14.80%,4.90%,3.90%,-9.40%,-32.90%,-12.10%,-22.00%,-29.60%,-23.60%,-29.60%,17.20%,Upgrade
Return on Assets (ROA),-0.60%,0.20%,0.20%,-0.40%,-1.40%,-0.80%,-1.60%,-2.70%,-3.10%,-5.70%,4.30%,Upgrade
Return on Capital (ROIC),1.60%,2.10%,1.70%,1.40%,2.00%,1.30%,1.60%,1.70%,2.90%,0.80%,8.40%,Upgrade
Earnings Yield,-33.92%,11.07%,4.92%,-16.01%,-76.98%,-39.44%,-31.24%,-29.89%,-28.26%,-24.88%,3.96%,Upgrade
FCF Yield,-103.81%,74.32%,-127.83%,104.76%,83.82%,152.20%,98.42%,59.67%,62.27%,17.95%,11.36%,Upgrade
Buyback Yield / Dilution,22.03%,4.11%,-7.24%,2.39%,-0.55%,-5.21%,-2.49%,1.06%,4.60%,6.04%,-0.92%,Upgrade
Total Shareholder Return,22.03%,4.11%,-7.24%,2.39%,-0.55%,-5.21%,-2.49%,1.06%,4.60%,6.04%,-0.92%,Upgrade
