Year,Current,2022,2021
Market Capitalization,95,245,261
Market Cap Growth,-,-6.06%,-
Enterprise Value,95,245,261
PE Ratio,266.50,211.38,-749.54
PB Ratio,-31.86,-31.86,-34.19
P/FCF Ratio,-384.21,-384.21,-935.31
P/OCF Ratio,-384.21,-384.21,-935.31
EV/EBITDA Ratio,68.54,176.41,-748.33
EV/EBIT Ratio,68.54,176.41,-748.33
EV/FCF Ratio,-384.58,-384.58,-933.80
Debt / Equity Ratio,-0.04,-0.04,-0.02
Debt / EBITDA Ratio,0.21,0.21,-0.44
Debt / FCF Ratio,-0.46,-0.46,-0.55
Current Ratio,0.07,0.07,2.56
Return on Equity (ROE),-14.80%,-14.80%,-
Return on Assets (ROA),0.60%,0.60%,-
Return on Capital (ROIC),0.80%,0.80%,-
Earnings Yield,1.22%,0.47%,-0.13%
FCF Yield,-0.67%,-0.26%,-0.11%
Buyback Yield / Dilution,-326.66%,-326.66%,-
Total Shareholder Return,-326.66%,-326.66%,-
