Year,Current,2022,2021
Market Capitalization,315,309,263
Market Cap Growth,-,17.41%,-
Enterprise Value,20,13,262
PE Ratio,15.37,15.06,-864.28
PB Ratio,-23.50,-23.50,-8.94
P/FCF Ratio,-195.14,-195.14,-214.47
P/OCF Ratio,-195.14,-195.14,-214.47
EV/EBITDA Ratio,0.99,0.65,-861.74
EV/EBIT Ratio,0.99,0.65,-861.74
EV/FCF Ratio,-8.41,-8.41,-213.84
Debt / Equity Ratio,-0.10,-0.10,-
Debt / EBITDA Ratio,0.06,0.06,-
Debt / FCF Ratio,-0.82,-0.82,-
Current Ratio,20.98,20.98,0.71
Return on Equity (ROE),-128.90%,-128.90%,-
Return on Assets (ROA),6.90%,6.90%,-
Return on Capital (ROIC),7.20%,7.20%,-
Earnings Yield,6.49%,6.64%,-0.12%
FCF Yield,-0.50%,-0.51%,-0.47%
Buyback Yield / Dilution,-687.92%,-687.92%,-
Total Shareholder Return,-687.92%,-687.92%,-
