Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Market Capitalization,229,133,673,"1,829","2,219",746,323,195,181,444,866,Upgrade
Market Cap Growth,-,-80.28%,-63.20%,-17.60%,197.65%,130.50%,65.60%,8.03%,-59.28%,-48.71%,55.56%,Upgrade
Enterprise Value,107,92,588,"1,778","2,232",738,283,134,118,393,759,Upgrade
PE Ratio,-2.40,-1.11,-5.47,40.23,33.18,3093.76,12.72,642.56,-37.96,-27.40,502.44,Upgrade
PS Ratio,0.56,0.33,1.25,3.14,4.38,2.97,1.70,1.01,0.95,2.47,4.83,Upgrade
PB Ratio,0.33,0.20,0.90,2.18,4.21,2.46,1.13,2.52,2.37,6.04,6.51,Upgrade
P/FCF Ratio,-9.70,-3.13,-3.67,-13.89,-25.12,-53.04,-15.69,547.16,16.90,-70.20,63.56,Upgrade
P/OCF Ratio,-19.61,-4.94,-4.14,-16.95,-31.04,-230.83,-20.81,47.84,13.20,249.59,41.33,Upgrade
EV/Sales Ratio,0.29,0.23,1.09,3.05,4.41,2.93,1.48,0.69,0.62,2.19,4.23,Upgrade
EV/EBITDA Ratio,-1.85,-0.90,-4.94,30.05,25.17,93.64,-64.46,15.62,-387.22,-344.69,91.18,Upgrade
EV/EBIT Ratio,-1.77,-0.86,-4.71,32.94,26.73,223.08,-34.24,33.62,-21.07,-57.23,208.42,Upgrade
EV/FCF Ratio,-5.94,-2.17,-3.20,-13.51,-25.25,-52.46,-13.73,374.11,11.04,-62.07,55.70,Upgrade
Debt / Equity Ratio,0.17,0.16,0.06,0.06,0.07,0.02,-,-,-,-,-,Upgrade
Debt / EBITDA Ratio,-1.23,-1.04,-0.35,0.79,0.44,0.63,-,-,-,-,-,Upgrade
Debt / FCF Ratio,-3.96,-2.52,-0.23,-0.35,-0.44,-0.36,-,-,-,-,-,Upgrade
Current Ratio,8.17,6.62,5.40,3.92,1.84,2.58,6.12,2.73,2.43,2.49,4.57,Upgrade
Asset Turnover,0.34,0.37,0.47,0.60,0.82,0.64,1.06,1.65,1.75,1.35,1.10,Upgrade
Return on Equity (ROE),-16.60%,-17.80%,-15.40%,5.70%,14.50%,0.10%,17.60%,0.30%,-6.00%,-15.50%,1.30%,Upgrade
Return on Assets (ROA),-9.90%,-10.80%,-10.80%,4.70%,10.80%,0.10%,14.20%,0.30%,-4.40%,-12.10%,1.10%,Upgrade
Return on Capital (ROIC),-9.20%,-10.90%,-13.30%,6.70%,19.30%,1.20%,-10.50%,64.00%,-76.80%,-43.00%,23.30%,Upgrade
Earnings Yield,-51.81%,-89.97%,-18.27%,2.49%,3.01%,0.03%,7.86%,0.16%,-2.63%,-3.65%,0.20%,Upgrade
FCF Yield,-12.85%,-31.93%,-27.27%,-7.20%,-3.98%,-1.89%,-6.37%,0.18%,5.92%,-1.42%,1.57%,Upgrade
Buyback Yield / Dilution,-1.36%,-2.16%,0.86%,-10.09%,-20.24%,-7.15%,-4.00%,-1.70%,1.95%,7.45%,4.37%,Upgrade
Total Shareholder Return,-1.36%,-2.16%,0.86%,-10.09%,-20.24%,-7.15%,-4.00%,-1.70%,1.95%,7.45%,4.37%,Upgrade
