Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Market Capitalization,"3,147",-,622,474,601,641,748,241,197,76,37,Upgrade
Market Cap Growth,-,-,31.03%,-21.01%,-6.22%,-14.33%,210.29%,22.34%,159.43%,107.62%,109.33%,Upgrade
Enterprise Value,-,"-1,254",-68,-57,327,277,625,75,129,53,24,Upgrade
PE Ratio,8.68,0,4.88,4.15,3.34,-42.72,20.75,9.25,10.49,5.26,4.63,Upgrade
PS Ratio,0,0,0.53,0.51,1.11,1.76,3.83,1.72,1.91,0.99,0.64,Upgrade
PB Ratio,0,0,0.47,0.61,1.47,2.46,4.40,2.74,3.14,1.71,1.22,Upgrade
P/FCF Ratio,44.68,-,0.53,0.62,-2.57,1.79,-95.26,2.31,3.06,2.43,2.62,Upgrade
P/OCF Ratio,42.43,-,0.51,0.60,-2.87,1.72,-195.44,2.23,-,2.34,2.42,Upgrade
EV/Sales Ratio,-,-0.42,-0.06,-0.06,0.60,0.76,3.20,0.54,1.25,0.69,0.41,Upgrade
EV/EBITDA Ratio,-,-3.19,-0.06,-0.09,0.58,1.28,4.85,0.65,1.63,0.88,0.66,Upgrade
EV/EBIT Ratio,-,-4.60,-0.07,-0.10,0.59,1.32,-,-,-,-,-,Upgrade
EV/FCF Ratio,-,-0.52,-0.06,-0.07,-1.40,0.77,-79.64,0.72,2.01,1.71,1.69,Upgrade
Debt / Equity Ratio,0,4.54,4.56,0,0,8.45,7.68,10.90,10.17,9.47,10.97,Upgrade
Debt / EBITDA Ratio,-,1.74,0.32,0.36,0.52,1.18,0.95,0.86,0.83,0.83,1.16,Upgrade
Debt / FCF Ratio,-,0.28,0.29,0.30,-1.25,0.72,-15.61,0.95,1.02,1.63,2.96,Upgrade
Current Ratio,0,1090.91,0,0,0,0,0,0,0,0,0,Upgrade
Asset Turnover,0.10,0.21,0.16,0.20,0.19,0.15,0.13,0.13,0.15,0.17,0.16,Upgrade
Return on Equity (ROE),0.00%,7.99%,9.73%,14.70%,43.91%,-5.76%,21.19%,29.57%,29.95%,32.58%,26.25%,Upgrade
Return on Assets (ROA),0.00%,1.44%,1.75%,2.50%,6.26%,-0.61%,2.44%,2.48%,2.68%,3.11%,2.19%,Upgrade
Return on Capital (ROIC),0.00%,1.88%,12.65%,10.92%,26.48%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Earnings Yield,-0.23%,-,20.48%,24.11%,29.93%,-2.34%,4.82%,10.81%,9.53%,19.02%,21.58%,Upgrade
FCF Yield,2.24%,0.00%,189.88%,161.06%,-38.86%,55.78%,-1.05%,43.30%,32.70%,41.10%,38.19%,Upgrade
Dividend Yield,-,1.34%,1.86%,1.44%,1.09%,0.14%,0.27%,0.22%,0.28%,0.41%,Upgrade,
Payout Ratio,0.00%,51.76%,6.54%,7.70%,4.81%,-46.65%,2.88%,2.49%,2.30%,1.48%,1.91%,Upgrade
Buyback Yield / Dilution,-,0.05%,-3.41%,-,-0.00%,-9.73%,-,-,-3.11%,-1.58%,Upgrade,
Total Shareholder Return,-,1.39%,-1.55%,1.44%,1.09%,-9.59%,0.27%,0.22%,-2.83%,-1.17%,Upgrade,
