Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,112,158,147,118,168,139,162,123,100,92,71,Upgrade
Market Cap Growth,-,7.97%,24.11%,-29.69%,21.32%,-14.69%,32.10%,22.80%,8.30%,30.30%,23.79%,Upgrade
Enterprise Value,101,119,-4,86,89,86,104,111,61,53,66,Upgrade
PE Ratio,7.37,10.60,7.48,9.23,10.43,22.62,74.65,15.21,9.81,11.00,11.39,Upgrade
PS Ratio,1.67,2.39,2.21,2.26,2.93,3.20,3.32,2.89,2.30,2.20,1.83,Upgrade
PB Ratio,0.90,1.39,0.93,0.81,1.32,1.17,1.41,1.06,0.90,0.89,0.74,Upgrade
P/FCF Ratio,5.46,12.16,7.04,19.86,9.71,17.02,10.73,8.61,8.17,6.60,4.77,Upgrade
P/OCF Ratio,3.92,6.27,5.57,18.37,8.86,14.90,9.99,8.28,7.53,6.44,4.61,Upgrade
EV/Sales Ratio,1.50,1.80,-0.06,1.64,1.56,1.98,2.12,2.60,1.40,1.26,1.71,Upgrade
EV/EBITDA Ratio,5.24,6.30,-0.17,5.97,4.39,11.74,14.69,10.30,4.36,4.29,7.04,Upgrade
EV/EBIT Ratio,5.73,6.82,-0.17,6.58,4.71,14.37,18.09,11.78,4.89,5.09,8.83,Upgrade
EV/FCF Ratio,4.93,9.15,-0.19,14.44,5.17,10.52,6.86,7.74,4.98,3.78,4.47,Upgrade
Debt / Equity Ratio,0.61,0.23,0.16,0.17,0.04,-,-,0.21,-,0.09,0.38,Upgrade
Debt / EBITDA Ratio,3.93,1.36,1.01,1.73,0.25,-,-,2.26,-,0.74,3.84,Upgrade
Debt / FCF Ratio,3.70,1.98,1.17,4.18,0.30,-,-,1.70,-,0.65,2.44,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),13.00%,12.40%,13.00%,9.30%,12.90%,5.30%,1.80%,7.00%,9.40%,8.30%,6.70%,Upgrade
Return on Assets (ROA),0.90%,0.80%,1.20%,0.90%,1.30%,0.50%,0.20%,0.70%,1.00%,0.80%,0.60%,Upgrade
Return on Capital (ROIC),1.10%,1.10%,1.40%,0.90%,1.60%,0.50%,0.50%,0.90%,1.30%,1.10%,0.80%,Upgrade
Earnings Yield,13.63%,9.43%,13.37%,10.83%,9.59%,4.42%,1.34%,6.58%,10.19%,9.09%,8.78%,Upgrade
FCF Yield,18.32%,8.22%,14.21%,5.03%,10.30%,5.87%,9.32%,11.61%,12.23%,15.15%,20.96%,Upgrade
Dividend Yield,5.05%,3.55%,3.78%,4.44%,3.02%,3.33%,2.49%,2.87%,3.15%,3.09%,3.98%,Upgrade
Payout Ratio,37.10%,37.90%,28.20%,40.80%,31.80%,75.00%,186.00%,43.60%,30.80%,33.80%,45.00%,Upgrade
Buyback Yield / Dilution,1.15%,1.02%,-1.36%,-0.63%,1.22%,-1.18%,-1.13%,-0.90%,-1.39%,-1.28%,-1.35%,Upgrade
Total Shareholder Return,6.20%,4.57%,2.42%,3.81%,4.25%,2.15%,1.36%,1.97%,1.76%,1.81%,2.63%,Upgrade
