Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,150,225,225,157,199,163,178,135,99,94,96,Upgrade
Market Cap Growth,-,0.09%,43.72%,-21.17%,21.80%,-8.42%,31.85%,36.80%,4.92%,-2.23%,98.52%,Upgrade
Enterprise Value,182,317,135,146,255,220,341,303,214,161,154,Upgrade
PE Ratio,4.84,7.96,8.69,9.70,13.01,14.53,24.71,18.42,15.62,14.96,14.92,Upgrade
PS Ratio,1.88,2.91,3.05,2.67,3.48,3.05,3.84,3.27,2.57,2.58,2.73,Upgrade
PB Ratio,0.76,1.21,1.08,0.79,1.09,1.06,1.62,1.29,0.99,0.81,0.87,Upgrade
P/FCF Ratio,4.79,6.65,7.36,5.63,13.35,9.25,19.10,15.10,10.91,11.37,12.88,Upgrade
P/OCF Ratio,4.58,6.36,6.78,5.58,12.66,8.41,17.63,10.46,7.90,8.85,11.31,Upgrade
EV/Sales Ratio,2.28,4.09,1.84,2.50,4.46,4.12,7.34,7.34,5.58,4.42,4.37,Upgrade
EV/EBITDA Ratio,4.36,7.85,3.66,6.26,10.96,12.34,18.96,22.82,18.77,13.96,13.18,Upgrade
EV/EBIT Ratio,4.64,8.35,3.92,7.10,12.18,14.32,20.82,25.82,21.47,15.72,14.80,Upgrade
EV/FCF Ratio,5.80,9.34,4.43,5.26,17.14,12.51,36.54,33.91,23.68,19.50,20.64,Upgrade
Debt / Equity Ratio,0.30,0.62,0.24,0.34,0.49,0.59,1.62,1.72,1.27,0.76,0.74,Upgrade
Debt / EBITDA Ratio,1.42,2.90,1.35,2.86,3.82,5.06,9.91,13.51,11.09,7.67,7.05,Upgrade
Debt / FCF Ratio,1.89,3.44,1.64,2.40,5.97,5.13,19.09,20.07,14.00,10.71,11.04,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,Upgrade
Return on Equity (ROE),15.70%,15.20%,12.70%,8.40%,9.10%,7.50%,6.60%,7.10%,6.40%,5.50%,7.30%,Upgrade
Return on Assets (ROA),1.20%,1.20%,1.20%,0.80%,0.90%,0.70%,0.50%,0.60%,0.60%,0.60%,0.70%,Upgrade
Return on Capital (ROIC),1.60%,1.60%,1.60%,1.00%,1.20%,0.90%,1.10%,0.80%,0.80%,0.90%,1.00%,Upgrade
Earnings Yield,19.54%,12.57%,11.50%,10.30%,7.69%,6.88%,4.05%,5.43%,6.40%,6.68%,6.70%,Upgrade
FCF Yield,20.88%,15.05%,13.58%,17.77%,7.49%,10.81%,5.24%,6.62%,9.16%,8.80%,7.76%,Upgrade
Dividend Yield,2.74%,1.75%,1.46%,1.89%,1.41%,1.37%,1.04%,1.38%,1.43%,1.99%,2.41%,Upgrade
Payout Ratio,13.50%,14.00%,12.90%,18.20%,18.20%,19.80%,25.60%,25.20%,22.10%,29.60%,26.30%,Upgrade
Buyback Yield / Dilution,0.56%,1.39%,3.19%,-5.89%,-0.12%,-19.96%,0.17%,1.12%,-0.47%,-0.89%,-53.19%,Upgrade
Total Shareholder Return,3.34%,3.14%,4.65%,-4.00%,1.28%,-18.59%,1.21%,2.50%,0.97%,1.11%,-50.77%,Upgrade
