Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Market Capitalization,"21,617","23,801","25,818","22,521","16,069","16,841","26,244","24,958","33,303","30,600","44,824",Upgrade
Market Cap Growth,-,-7.81%,14.64%,40.15%,-4.58%,-35.83%,5.15%,-25.06%,8.83%,-31.73%,11.88%,Upgrade
Enterprise Value,"-42,052","-39,868","-40,020","-11,027",103,"-19,432","-25,580","38,081","112,143","161,181","176,397",Upgrade
PE Ratio,3.84,4.13,9.27,38.23,-2.65,54.88,-29.12,-16.91,-4.51,15.21,48.94,Upgrade
PS Ratio,0.79,0.87,0.91,0.83,0.64,0.59,0.84,0.83,0.94,0.82,1.09,Upgrade
PB Ratio,0.33,0.36,0.39,0.34,0.26,0.23,0.35,0.40,0.49,0.37,0.60,Upgrade
P/FCF Ratio,-9.21,-9.21,-6.71,0.61,-0.35,-0.27,0.56,0.34,0.46,16.67,4.79,Upgrade
P/OCF Ratio,-10.59,-10.59,-7.70,0.60,-0.35,-0.27,0.55,0.34,0.46,12.32,4.54,Upgrade
EV/Sales Ratio,-1.45,-1.45,-1.41,-0.41,0.00,-0.68,-0.82,1.26,3.17,4.32,4.30,Upgrade
EV/EBITDA Ratio,-7.05,-7.05,-10.44,-10.35,-0.03,-13.46,-17.58,-42.26,-16.88,43.11,88.99,Upgrade
EV/EBIT Ratio,-7.05,-7.05,-10.44,-10.35,-0.03,-13.46,-17.58,-42.26,-16.88,43.11,88.99,Upgrade
EV/FCF Ratio,15.43,15.43,10.39,-0.30,0.00,0.31,-0.54,0.52,1.54,87.82,18.84,Upgrade
Debt / Equity Ratio,2.23,2.23,2.58,2.85,2.63,2.79,3.19,3.71,3.27,3.06,3.99,Upgrade
Debt / EBITDA Ratio,25.92,25.92,44.40,178.90,-53.20,138.75,166.44,-259.02,-33.48,67.76,151.39,Upgrade
Debt / FCF Ratio,-56.72,-56.72,-44.21,5.17,-3.61,-3.21,5.15,3.16,3.05,138.01,32.04,Upgrade
Asset Turnover,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,Upgrade
Return on Equity (ROE),9.00%,9.00%,4.30%,0.90%,-9.10%,0.40%,-1.20%,-2.30%,-10.40%,2.70%,1.20%,Upgrade
Return on Assets (ROA),0.40%,0.40%,0.20%,0.00%,-0.40%,0.00%,0.00%,-0.10%,-0.40%,0.10%,0.00%,Upgrade
Return on Capital (ROIC),0.40%,0.40%,0.30%,0.10%,-0.20%,0.10%,0.10%,-0.10%,-0.40%,0.20%,0.10%,Upgrade
Earnings Yield,26.67%,24.23%,10.79%,2.62%,-37.69%,1.82%,-3.44%,-5.91%,-22.15%,6.58%,2.04%,Upgrade
FCF Yield,-11.95%,-10.85%,-14.91%,163.79%,-284.47%,-370.47%,179.33%,295.62%,218.74%,6.00%,20.89%,Upgrade
Dividend Yield,2.10%,1.88%,-,-,0.96%,1.61%,-,-,3.89%,4.26%,2.31%,Upgrade
Payout Ratio,8.30%,8.30%,0.00%,0.00%,-2.40%,-1122.30%,0.00%,0.00%,-16.90%,63.30%,109.60%,Upgrade
Buyback Yield / Dilution,-1.11%,0.82%,1.24%,-2.85%,-0.37%,-6.84%,-26.52%,-0.01%,-22.50%,-18.29%,-6.82%,Upgrade
Total Shareholder Return,0.99%,2.70%,1.24%,-2.85%,0.59%,-5.23%,-26.52%,-0.01%,-18.61%,-14.03%,-4.51%,Upgrade
