Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Market Capitalization,"28,786","27,204","32,582","26,136","27,272","20,262","25,316","23,406","19,013","21,974","20,766",Upgrade
Market Cap Growth,-,-16.51%,24.67%,-4.17%,34.60%,-19.97%,8.16%,23.11%,-13.48%,5.82%,33.17%,Upgrade
Enterprise Value,"25,593","24,034","28,166","19,668","23,045","16,434","22,053","20,797","15,945","20,424","18,525",Upgrade
PE Ratio,12.89,12.18,10.60,13.86,13.65,10.85,15.00,12.66,12.04,14.49,23.45,Upgrade
PS Ratio,1.69,1.60,1.17,0.77,0.90,1.01,1.10,1.10,1.37,0.99,1.59,Upgrade
PB Ratio,1.44,1.36,1.59,1.36,1.53,1.15,1.44,1.43,1.24,1.35,1.27,Upgrade
P/FCF Ratio,8.99,8.51,-21.52,4.70,15.14,7.30,17.88,8.89,6.04,13.68,39.46,Upgrade
P/OCF Ratio,9.14,8.65,-22.46,4.59,14.44,7.13,16.24,8.58,5.89,14.15,35.24,Upgrade
EV/Sales Ratio,1.50,1.41,1.01,0.58,0.76,0.82,0.96,0.98,1.14,0.92,1.42,Upgrade
EV/EBITDA Ratio,8.36,7.85,7.08,7.49,9.06,6.31,9.86,7.95,6.88,8.79,12.49,Upgrade
EV/EBIT Ratio,8.36,7.85,7.08,7.49,9.06,6.31,9.86,7.95,6.88,8.79,12.49,Upgrade
EV/FCF Ratio,8.00,7.51,-18.60,3.53,12.79,5.92,15.58,7.90,5.06,12.71,35.20,Upgrade
Debt / Equity Ratio,0.25,0.25,0.25,0.22,0.17,0.18,0.21,0.23,0.22,0.27,0.30,Upgrade
Debt / EBITDA Ratio,1.64,1.64,1.30,1.58,1.21,1.23,1.66,1.46,1.48,1.86,3.33,Upgrade
Debt / FCF Ratio,1.57,1.57,-3.42,0.74,1.71,1.16,2.63,1.45,1.09,2.69,9.38,Upgrade
Asset Turnover,0.07,0.07,0.11,0.14,0.14,0.10,0.11,0.11,0.08,0.12,0.07,Upgrade
Return on Equity (ROE),11.50%,11.50%,15.40%,9.90%,11.10%,10.90%,9.60%,11.70%,10.70%,9.70%,5.50%,Upgrade
Return on Assets (ROA),0.90%,0.90%,1.20%,0.80%,0.90%,0.90%,0.80%,1.00%,0.90%,0.80%,0.40%,Upgrade
Return on Capital (ROIC),1.40%,1.40%,1.60%,1.10%,1.20%,1.40%,1.10%,1.40%,1.40%,1.30%,0.80%,Upgrade
Earnings Yield,7.77%,8.21%,9.43%,7.21%,7.33%,9.22%,6.67%,7.90%,8.31%,6.90%,4.26%,Upgrade
FCF Yield,11.12%,11.76%,-4.65%,21.29%,6.61%,13.71%,5.59%,11.24%,16.56%,7.31%,2.53%,Upgrade
Dividend Yield,4.27%,4.58%,3.32%,4.66%,4.34%,4.42%,3.26%,3.18%,3.78%,3.62%,4.95%,Upgrade
Payout Ratio,55.80%,55.80%,35.20%,64.20%,58.70%,47.60%,48.80%,40.60%,45.70%,52.60%,119.30%,Upgrade
Buyback Yield / Dilution,-0.16%,-0.16%,0.47%,1.77%,1.97%,0.51%,-0.69%,-,-,-3.68%,-,Upgrade
Total Shareholder Return,4.11%,4.42%,3.79%,6.43%,6.31%,4.93%,2.57%,3.18%,3.78%,-0.06%,4.95%,Upgrade
