Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,596,727,790,677,902,652,726,761,628,545,416,Upgrade
Market Cap Growth,-,-8.05%,16.74%,-24.91%,38.33%,-10.25%,-4.60%,21.25%,15.27%,31.03%,20.16%,Upgrade
Enterprise Value,746,931,318,461,"1,101",852,813,903,840,845,535,Upgrade
PE Ratio,7.69,9.57,10.59,11.41,12.25,9.71,14.08,16.79,13.66,12.68,12.54,Upgrade
PS Ratio,2.53,3.19,3.56,3.45,4.39,3.30,3.93,4.18,3.56,3.06,2.82,Upgrade
PB Ratio,1.07,1.36,1.28,1.08,1.50,1.23,1.54,1.77,1.58,1.30,1.09,Upgrade
P/FCF Ratio,25.53,14.40,9.90,17.54,12.05,7.47,12.97,10.73,11.09,10.96,5.09,Upgrade
P/OCF Ratio,14.67,10.91,9.30,14.70,10.43,6.92,11.56,9.44,8.79,8.08,4.43,Upgrade
EV/Sales Ratio,3.17,4.09,1.43,2.35,5.37,4.32,4.41,4.95,4.76,4.74,3.63,Upgrade
EV/EBITDA Ratio,6.88,8.96,3.01,5.41,10.83,9.12,9.90,11.98,11.06,12.20,9.22,Upgrade
EV/EBIT Ratio,7.55,9.89,3.37,6.30,12.23,10.39,11.57,14.59,13.53,14.75,12.77,Upgrade
EV/FCF Ratio,31.95,18.46,3.98,11.93,14.72,9.77,14.53,12.73,14.84,17.01,6.56,Upgrade
Debt / Equity Ratio,0.60,0.70,0.40,0.55,0.70,0.76,0.70,0.98,1.03,1.24,0.91,Upgrade
Debt / EBITDA Ratio,3.09,3.59,2.32,4.08,4.13,4.31,4.01,5.59,5.42,7.49,5.99,Upgrade
Debt / FCF Ratio,14.33,7.39,3.07,9.00,5.61,4.62,5.88,5.94,7.27,10.45,4.26,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,Upgrade
Return on Equity (ROE),14.80%,14.00%,12.00%,9.50%,12.70%,13.40%,11.30%,10.90%,10.70%,10.60%,8.80%,Upgrade
Return on Assets (ROA),1.40%,1.40%,1.40%,1.10%,1.50%,1.50%,1.20%,1.00%,1.10%,1.10%,0.90%,Upgrade
Return on Capital (ROIC),1.70%,1.70%,1.80%,1.40%,1.80%,1.70%,1.50%,1.30%,1.50%,1.40%,1.10%,Upgrade
Earnings Yield,13.33%,10.45%,9.44%,8.76%,8.17%,10.30%,7.10%,5.96%,7.32%,7.89%,7.98%,Upgrade
FCF Yield,3.92%,6.94%,10.10%,5.70%,8.30%,13.38%,7.71%,9.32%,9.02%,9.12%,19.63%,Upgrade
Dividend Yield,3.26%,2.62%,2.36%,4.83%,3.27%,2.61%,1.82%,1.61%,1.90%,2.02%,2.37%,Upgrade
Payout Ratio,24.80%,25.70%,25.50%,55.90%,40.00%,25.30%,25.60%,27.00%,25.80%,25.50%,29.60%,Upgrade
Buyback Yield / Dilution,5.52%,8.42%,3.65%,2.76%,-0.56%,-0.71%,-0.94%,-0.42%,-1.04%,-0.45%,-0.56%,Upgrade
Total Shareholder Return,8.78%,11.05%,6.02%,7.59%,2.71%,1.90%,0.88%,1.19%,0.86%,1.57%,1.81%,Upgrade
