Year,Current,2022,2021
Market Capitalization,265,259,-
Enterprise Value,55,51,0
PE Ratio,59.14,105.96,-
PB Ratio,-43.37,-44.07,-
P/FCF Ratio,-454.19,-590.11,-
P/OCF Ratio,-454.19,-590.11,-
EV/EBITDA Ratio,12.47,21.04,-42.71
EV/EBIT Ratio,12.47,21.04,-42.71
EV/FCF Ratio,-92.26,-117.19,-
Debt / Equity Ratio,-,-,5.30
Debt / EBITDA Ratio,-,-,-42.71
Current Ratio,29.69,29.55,1.19
Return on Equity (ROE),-76.30%,-56.80%,-
Return on Assets (ROA),2.10%,1.60%,-
Return on Capital (ROIC),2.20%,1.60%,-
Earnings Yield,1.68%,0.94%,-
FCF Yield,-0.22%,-0.17%,-
Buyback Yield / Dilution,-368.72%,-298.28%,-
Total Shareholder Return,-368.72%,-298.28%,-
