Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Market Capitalization,343,464,460,276,330,255,179,109,92,22,16,Upgrade
Market Cap Growth,-,1.03%,66.34%,-16.30%,29.71%,42.30%,63.68%,18.43%,320.68%,41.38%,4.24%,Upgrade
Enterprise Value,94,282,-456,-85,217,201,134,86,75,-3,40,Upgrade
PE Ratio,7.36,10.80,13.21,11.36,12.44,14.06,37.11,22.88,66.40,12.81,141.80,Upgrade
PS Ratio,2.05,2.88,3.39,2.57,3.42,3.17,3.54,2.62,3.51,1.13,0.94,Upgrade
PB Ratio,0.77,1.07,1.07,0.77,1.06,0.90,0.87,1.04,0.92,0.39,0.39,Upgrade
P/FCF Ratio,7.59,10.15,10.49,11.70,13.99,14.99,-114.76,23.78,73.26,-18.85,3.52,Upgrade
P/OCF Ratio,5.97,8.18,9.95,9.51,11.06,12.22,144.25,9.43,39.41,13.00,3.51,Upgrade
EV/Sales Ratio,0.56,1.75,-3.36,-0.79,2.25,2.50,2.64,2.06,2.83,-0.16,2.44,Upgrade
EV/EBITDA Ratio,1.30,4.17,-8.55,-2.19,5.75,8.16,13.69,7.55,17.60,-0.66,12.50,Upgrade
EV/EBIT Ratio,1.59,5.13,-10.29,-2.75,6.49,9.42,11.67,9.35,23.67,-1.03,14.83,Upgrade
EV/FCF Ratio,2.09,6.16,-10.41,-3.59,9.20,11.83,-85.65,18.64,59.20,2.61,9.16,Upgrade
Debt / Equity Ratio,0.13,0.19,0.30,0.34,0.23,0.22,0.33,0.43,0.62,0.39,1.24,Upgrade
Debt / EBITDA Ratio,0.81,1.24,2.43,3.12,1.88,2.52,6.94,3.98,14.70,4.70,15.39,Upgrade
Debt / FCF Ratio,1.30,1.83,2.96,5.10,3.00,3.66,-43.40,9.82,49.42,-18.69,11.28,Upgrade
Asset Turnover,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),10.80%,10.20%,8.70%,7.00%,8.80%,7.30%,3.20%,4.60%,2.00%,3.90%,0.30%,Upgrade
Return on Assets (ROA),1.00%,0.90%,0.90%,0.80%,1.10%,0.90%,0.40%,0.50%,0.20%,0.40%,0.00%,Upgrade
Return on Capital (ROIC),1.40%,1.30%,1.40%,1.10%,1.50%,1.10%,1.00%,0.90%,0.40%,0.60%,0.60%,Upgrade
Earnings Yield,13.50%,9.26%,7.57%,8.80%,8.04%,7.11%,2.69%,4.37%,1.51%,7.81%,0.71%,Upgrade
FCF Yield,13.17%,9.85%,9.53%,8.55%,7.15%,6.67%,-0.87%,4.21%,1.36%,-5.31%,28.40%,Upgrade
Dividend Yield,1.49%,1.02%,0.82%,1.09%,0.21%,-,-,-,-,-,-,Upgrade
Payout Ratio,10.50%,10.90%,10.80%,12.30%,2.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.23%,-7.47%,-4.53%,-6.93%,-12.21%,-42.35%,-43.71%,-42.92%,-30.00%,-81.06%,-0.72%,Upgrade
Total Shareholder Return,1.26%,-6.45%,-3.71%,-5.84%,-12.00%,-42.35%,-43.71%,-42.92%,-30.00%,-81.06%,-0.72%,Upgrade
