Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Market Capitalization,"44,921","40,247","40,267","64,787","90,957","83,459","73,135","67,236","29,567","38,156","44,163",Upgrade
Market Cap Growth,-,-0.05%,-37.85%,-28.77%,8.98%,14.12%,8.77%,127.40%,-22.51%,-13.60%,-16.23%,Upgrade
Enterprise Value,"53,136","80,837","85,058","104,461","126,396","115,724","96,753","77,830","-27,503","5,698","13,755",Upgrade
PE Ratio,16.50,2.82,2.59,4.83,5.54,6.63,8.20,9.17,3.02,6.78,7.72,Upgrade
PS Ratio,3.34,0.61,0.63,1.34,1.55,1.69,1.50,1.38,0.96,1.09,1.24,Upgrade
PB Ratio,2.01,0.37,0.38,0.61,0.94,0.92,0.84,0.80,0.37,0.49,0.54,Upgrade
P/FCF Ratio,37.81,6.86,7.09,1.58,3.96,11.91,1.49,11.36,9.82,-6.12,2.32,Upgrade
P/OCF Ratio,32.42,5.88,5.92,1.53,3.66,10.08,1.45,9.96,7.34,-8.27,2.14,Upgrade
EV/Sales Ratio,3.95,1.22,1.33,2.17,2.15,2.34,1.99,1.59,-0.89,0.16,0.39,Upgrade
EV/EBITDA Ratio,11.88,3.66,3.13,8.55,5.17,6.64,6.06,4.39,15.49,0.74,1.91,Upgrade
EV/EBIT Ratio,13.45,4.14,3.44,10.85,5.73,7.37,6.77,4.79,8.42,0.90,2.31,Upgrade
EV/FCF Ratio,44.73,13.77,14.97,2.54,5.50,16.52,1.97,13.15,-9.13,-0.91,0.72,Upgrade
Debt / Equity Ratio,0.57,0.57,0.58,0.57,0.57,0.57,0.51,0.44,0.40,0.30,0.26,Upgrade
Debt / EBITDA Ratio,2.83,2.83,2.26,4.90,2.27,2.97,2.77,2.08,-18.06,3.03,2.96,Upgrade
Debt / FCF Ratio,10.66,10.66,10.81,1.45,2.42,7.38,0.90,6.23,10.65,-3.76,1.12,Upgrade
Asset Turnover,0.07,0.07,0.07,0.06,0.08,0.07,0.08,0.08,0.06,0.07,0.08,Upgrade
Return on Equity (ROE),13.20%,13.20%,14.70%,13.30%,17.50%,14.20%,10.50%,9.00%,12.40%,7.10%,7.10%,Upgrade
Return on Assets (ROA),1.50%,1.50%,1.70%,1.60%,2.20%,1.80%,1.40%,1.20%,1.70%,1.20%,1.30%,Upgrade
Return on Capital (ROIC),2.00%,2.00%,2.60%,1.10%,3.00%,2.30%,2.30%,2.90%,-0.70%,1.50%,1.60%,Upgrade
Earnings Yield,6.44%,35.50%,38.56%,20.71%,18.04%,15.08%,12.20%,10.91%,33.09%,14.76%,12.96%,Upgrade
FCF Yield,2.64%,14.58%,14.11%,63.48%,25.26%,8.39%,67.30%,8.80%,10.18%,-16.35%,43.13%,Upgrade
Dividend Yield,5.73%,8.09%,9.87%,7.48%,3.98%,2.97%,1.89%,1.67%,7.22%,17.19%,2.80%,Upgrade
Buyback Yield / Dilution,0.12%,0.42%,-0.45%,0.01%,0.14%,0.48%,0.18%,0.28%,0.24%,0.22%,0.25%,Upgrade
Total Shareholder Return,5.85%,8.51%,9.42%,7.49%,4.12%,3.45%,2.07%,1.95%,7.47%,17.41%,3.05%,Upgrade
