Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"1,626","2,289","2,227","1,713","1,674","1,334","1,590","1,836","1,389","1,363","1,312",Upgrade
Market Cap Growth,-,2.78%,30.00%,2.37%,25.49%,-16.13%,-13.38%,32.16%,1.92%,3.87%,31.72%,Upgrade
Enterprise Value,"1,744","2,535","2,449","1,921","1,966","1,803","2,327","2,823","2,417","2,234","2,298",Upgrade
PE Ratio,11.49,15.43,14.47,13.39,16.30,12.08,18.87,21.31,17.15,16.23,17.07,Upgrade
PS Ratio,3.38,4.79,4.72,3.88,4.31,3.70,4.94,5.61,4.63,4.43,4.51,Upgrade
PB Ratio,1.50,2.14,2.01,1.65,1.73,1.60,2.10,2.47,1.95,1.96,2.01,Upgrade
P/FCF Ratio,13.28,18.04,15.55,20.64,17.30,11.07,19.96,22.83,17.84,21.20,11.67,Upgrade
P/OCF Ratio,12.42,16.97,14.16,15.34,14.99,10.10,18.34,20.89,15.57,19.00,10.82,Upgrade
EV/Sales Ratio,3.63,5.30,5.19,4.35,5.06,5.01,7.24,8.63,8.05,7.25,7.90,Upgrade
EV/EBITDA Ratio,9.07,12.75,11.90,11.34,14.28,12.55,17.81,20.94,19.41,17.19,19.09,Upgrade
EV/EBIT Ratio,9.77,13.70,12.72,12.11,15.29,13.35,19.07,22.33,20.63,18.20,20.32,Upgrade
EV/FCF Ratio,14.24,19.97,17.10,23.14,20.32,14.97,29.21,35.11,31.04,34.74,20.43,Upgrade
Debt / Equity Ratio,0.35,0.41,0.40,0.56,0.47,0.77,1.20,1.53,1.65,1.59,1.74,Upgrade
Debt / EBITDA Ratio,1.97,2.19,2.14,3.41,3.29,4.43,6.93,8.41,9.46,8.53,9.41,Upgrade
Debt / FCF Ratio,3.10,3.43,3.08,6.97,4.68,5.29,11.38,14.10,15.12,17.24,10.07,Upgrade
Asset Turnover,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.04,Upgrade
Return on Equity (ROE),13.50%,14.00%,14.40%,12.70%,11.10%,14.00%,11.20%,11.60%,11.40%,12.30%,11.90%,Upgrade
Return on Assets (ROA),1.50%,1.50%,1.60%,1.40%,1.20%,1.40%,1.10%,1.20%,1.10%,1.20%,1.20%,Upgrade
Return on Capital (ROIC),1.80%,1.90%,2.00%,1.70%,1.50%,1.70%,1.50%,1.60%,1.50%,1.60%,1.50%,Upgrade
Earnings Yield,8.81%,6.48%,6.91%,7.47%,6.14%,8.28%,5.30%,4.69%,5.83%,6.16%,5.86%,Upgrade
FCF Yield,7.53%,5.54%,6.43%,4.85%,5.78%,9.03%,5.01%,4.38%,5.61%,4.72%,8.57%,Upgrade
Dividend Yield,4.65%,3.31%,3.29%,4.08%,4.14%,4.79%,3.62%,3.14%,4.16%,4.25%,4.42%,Upgrade
Payout Ratio,53.00%,51.00%,47.80%,54.50%,67.00%,57.10%,68.20%,66.90%,71.30%,69.00%,75.40%,Upgrade
Buyback Yield / Dilution,-0.14%,-0.27%,0.58%,0.20%,-4.13%,-2.68%,0.34%,0.07%,0.34%,0.13%,-0.07%,Upgrade
Total Shareholder Return,4.51%,3.04%,3.87%,4.27%,0.01%,2.11%,3.96%,3.21%,4.49%,4.38%,4.35%,Upgrade
