Year,Current,2022,2021
Market Capitalization,403,393,378
Market Cap Growth,-,3.84%,-
Enterprise Value,410,399,384
PE Ratio,55.63,105.07,-1493.61
PB Ratio,-22.90,-22.96,-23.19
P/FCF Ratio,-635.87,-739.81,-452.49
P/OCF Ratio,-635.87,-739.81,-452.49
EV/EBITDA Ratio,59.12,106.71,-1515.66
EV/EBIT Ratio,59.12,106.71,-1515.66
EV/FCF Ratio,-645.99,-751.33,-459.17
Debt / Equity Ratio,-0.36,-0.37,-0.38
Debt / EBITDA Ratio,0.92,1.67,-24.57
Debt / FCF Ratio,-10.13,-11.77,-7.44
Current Ratio,1.53,9.02,9.71
Return on Equity (ROE),-40.70%,-22.20%,-
Return on Assets (ROA),2.20%,1.20%,-
Return on Capital (ROIC),2.20%,1.20%,-
Earnings Yield,1.72%,0.95%,-0.07%
FCF Yield,-0.16%,-0.14%,-0.22%
Buyback Yield / Dilution,-139.51%,-,
Total Shareholder Return,-139.51%,-,
